LP08_depth_cm,SH20M1H_mean_age,LP08_LnFe_Mn,LP16_depth_cm,SH20M1H_mean_age,LP16_LnFe_Mn,10yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,10yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore
199.6,3918.74,2.859094019,51.65,10737.98,4.529188665,9110,-0.81807,-3.6387,9280,5.2116,1.068,,,,,,
199.8,3923.53,2.846280681,51.7,10739.44,5.075511596,9120,-0.10339,-2.6365,9290,5.0701,0.92646,,,,,,
200,3928.32,2.762680169,51.75,10740.91,4.59970071,9130,-0.44731,-3.8285,9300,5.8301,1.6864,,,,,,
200.2,3933.28,2.741661548,51.8,10742.38,5.093622381,9140,0.0061147,-1.4082,9310,5.4302,1.2866,,,,,,
200.4,3938.25,2.67514285,51.85,10743.84,5.993181822,9150,1.7031,-0.96508,9320,5.7483,1.6047,,,,,,
200.6,3943.21,2.634336628,51.9,10745.31,4.487600943,9160,1.8342,-1.1657,9330,6.0925,1.9489,,,,,,
200.8,3948.18,2.628965501,51.95,10746.78,5.268538729,9170,1.6362,-1.3283,9340,5.728,1.5844,,,,,,
201,3953.14,2.719172331,52,10748.24,5.363914649,9180,1.4945,-1.4306,9350,5.5476,1.404,,,,,,
201.2,3958.11,2.786837582,52.05,10749.71,5.427301799,9190,1.4038,-1.3628,9360,5.6272,1.4836,,,,,,
201.4,3963.07,2.774585661,52.1,10751.18,6.040084629,9200,1.4348,-1.0001,9370,5.8379,1.6943,,,,,,
201.6,3968.04,2.875019049,52.15,10752.64,7.56112159,9210,1.7844,-0.85909,9380,5.5456,1.402,,,,,,
201.8,3973,2.954509558,52.2,10754.11,4.966651741,9220,1.9196,-0.83818,9390,5.488,1.3444,,,,,,
202,3977.97,2.808994199,52.25,10755.58,4.876930726,9230,2.0394,-1.2542,9400,5.7705,1.6269,,,,,,
202.2,3982.94,2.850436915,52.3,10757.04,4.559233091,9240,1.8687,-1.7422,9410,6.0834,1.9398,,,,,,
202.4,3987.9,2.962831795,52.35,10758.51,4.664328695,9250,1.3939,-2.8069,9420,6.0413,1.8976,,,,,,
202.6,3992.87,2.816482916,52.4,10759.98,4.440655248,9260,1.0393,-3.2527,9430,5.9874,1.8438,,,,,,
202.8,3997.83,2.585958534,52.45,10761.44,4.071943626,9270,-0.098974,-1.9289,9440,5.3906,1.247,,,,,,
203,4002.8,2.595170853,52.5,10762.91,4.45491435,9280,-0.45083,-1.0699,9450,5.8751,1.7315,,,,,,
203.2,4007.76,2.529129794,52.55,10764.38,3.899593132,9290,0.56256,-1.0749,9460,5.8693,1.7257,,,,,,
203.4,4012.73,2.733655639,52.6,10765.84,4.756761202,9300,1.6458,-2.5261,9470,5.2216,1.078,,,,,,
203.6,4017.69,2.797387837,52.65,10767.31,4.791750952,9310,1.8068,-2.7466,9480,4.8332,0.68961,,,,,,
203.8,4022.66,2.742854123,52.7,10768.78,4.620946719,9320,1.4463,-3.2421,9490,5.1397,0.99613,,,,,,
204,4027.62,2.890787818,52.75,10770.24,5.889965614,9330,0.094543,-1.5959,9500,5.0647,0.9211,,,,,,
204.2,4032.59,2.8056272,52.8,10771.71,5.323181124,9340,0.066123,-1.4752,9510,5.2715,1.1279,,,,,,
204.4,4037.55,2.696584472,52.85,10773.18,5.529924996,9350,-0.42379,-0.72893,9520,5.2602,1.1166,,,,,,
204.6,4042.52,2.835865054,52.9,10774.64,5.562905876,9360,1.2703,-0.42507,9530,4.5117,0.36806,,,,,,
204.8,4047.48,2.775024777,52.95,10776.11,4.175249587,9370,1.3506,-1.0808,9540,4.6394,0.49579,,,,,,
205,4052.45,2.807497039,53,10777.58,4.428524797,9380,1.9938,-2.6817,9550,4.2648,0.12123,,,,,,
205.2,4057.41,2.886280577,53.05,10779.05,4.323456661,9390,2.3878,-2.1175,9560,4.7514,0.6078,,,,,,
205.4,4062.38,2.910914607,53.1,10780.51,4.008689118,9400,2.1312,-1.3365,9570,4.3568,0.21319,,,,,,
205.6,4067.34,2.797746143,53.15,10781.98,4.240972875,9410,0.61708,-2.0655,9580,4.2244,0.080835,,,,,,
205.8,4072.31,2.872184888,53.2,10783.45,4.766347791,9420,0.27864,-2.9984,9590,4.4281,0.28446,,,,,,
206,4077.27,2.684089408,53.25,10784.91,3.955290201,9430,1.1062,-3.7458,9600,5.0492,0.90555,,,,,,
206.2,4082.24,2.823361048,53.3,10786.38,3.94473218,9440,1.3881,-2.9419,9610,4.3967,0.25307,,,,,,
206.4,4087.21,2.696641565,53.35,10787.85,4.824131089,9450,0.75537,-2.4615,9620,4.8371,0.69351,,,,,,
206.6,4092.17,2.929935099,53.4,10789.31,4.314861717,9460,0.0089982,-1.7993,9630,3.9672,-0.17641,,,,,,
206.8,4097.14,2.929453108,53.45,10790.78,4.377448865,9470,-1.0504,-0.28101,9640,4.6059,0.46226,,,,,,
207,4102.1,3.253130849,53.5,10792.25,4.38341456,9480,-0.3179,-0.078419,9650,4.6345,0.49093,,,,,,
207.2,4107.07,3.070255188,53.55,10793.71,3.175413216,9490,0.22654,-0.18588,9660,4.1458,0.002167,,,,,,
207.4,4112.03,2.789100127,53.6,10795.18,4.477431507,9500,0.56898,0.019352,9670,4.3981,0.25446,,,,,,
207.6,4117,3.008795922,53.65,10796.65,4.871373227,9510,1.448,-0.11699,9680,3.8712,-0.27243,,,,,,
207.8,4121.96,2.918573193,53.7,10798.11,5.015522323,9520,2.8524,-0.24555,9690,4.296,0.15243,,,,,,
208,4126.93,2.950386172,53.75,10799.58,4.817435738,9530,2.7238,-0.1529,9700,4.0794,-0.064212,,,,,,
208.2,4131.89,3.061471996,53.8,10801.05,4.892866964,9540,2.6481,0.032929,9710,3.7738,-0.36983,,,,,,
208.4,4136.86,2.953343148,53.85,10802.51,4.483364648,9550,2.8258,0.13424,9720,3.6719,-0.47167,,,,,,
208.6,4141.82,2.898901114,53.9,10803.98,4.933117576,9560,2.7726,0.23363,9730,3.5945,-0.54907,,,,,,
208.8,4146.79,3.087309713,53.95,10805.45,4.761330917,9570,2.6152,0.1397,9740,3.4061,-0.7375,,,,,,
209,4151.75,3.193589096,54,10806.91,5.061721671,9580,2.6195,0.024026,9750,3.912,-0.23164,,,,,,
209.2,4156.72,2.971089002,54.05,10808.38,4.7783492,9590,2.7629,-0.0044761,9760,3.8137,-0.32989,,,,,,
209.4,4161.68,2.994215973,54.1,10809.85,5.360834028,9600,2.9068,-0.36906,9770,3.9797,-0.16385,,,,,,
209.6,4166.65,2.891108949,54.15,10811.31,5.168335223,9610,2.9988,-0.70618,9780,3.7679,-0.37567,,,,,,
209.8,4171.61,2.869318349,54.2,10812.78,5.043816047,9620,3.064,-1.2234,9790,3.6523,-0.49133,,,,,,
210,4176.58,2.773942819,54.25,10814.25,5.121616349,9630,2.9737,-2.1372,9800,3.9594,-0.18417,,,,,,
210.2,4181.32,2.651743939,54.3,10815.71,4.627708399,9640,2.8585,-2.5698,9810,4.1329,-0.010668,,,,,,
210.4,4186.06,2.643935388,54.35,10817.18,4.955946411,9650,2.8614,-1.2431,9820,4.3622,0.21857,,,,,,
210.6,4190.8,2.707663653,54.4,10818.65,5.739921521,9660,2.5612,-0.77868,9830,4.0633,-0.080328,,,,,,
210.8,4195.54,2.877703739,54.45,10820.11,4.897128815,9670,2.3178,-1.8932,9840,4.314,0.17044,,,,,,
211,4200.28,2.968325224,54.5,10821.58,4.65450965,9680,1.8759,-1.8388,9850,4.8598,0.71616,,,,,,
211.2,4205.02,2.856307154,54.55,10823.05,4.609789132,9690,1.4657,-0.4121,9860,4.4068,0.26322,,,,,,
211.4,4209.75,NaN,54.6,10824.51,4.676490565,9700,0.30753,-0.58441,9870,4.4826,0.33905,,,,,,
211.6,4214.49,NaN,54.65,10825.98,4.268812885,9710,0.37914,-0.42752,9880,4.0226,-0.12105,,,,,,
211.8,4219.23,3.228826156,54.7,10827.45,4.229236298,9720,1.5819,-1.7268,9890,3.9849,-0.15871,,,,,,
212.2,4228.71,2.793208009,54.75,10828.91,4.26969745,9730,2.0339,-4.1784,9900,3.9007,-0.24293,,,,,,
212.4,4233.45,2.40356101,54.8,10830.38,4.733819891,9740,1.5386,-3.9441,9910,4.3219,0.17825,,,,,,
212.6,4238.19,2.921624301,54.85,10831.85,4.561279763,9750,0.57461,-2.0158,9920,4.4477,0.30412,,,,,,
212.8,4242.93,2.905850682,54.9,10833.31,5.055575115,9760,1.8639,-0.7562,9930,4.1665,0.022928,,,,,,
213,4247.67,3.080565058,54.95,10834.78,4.716264233,9770,2.4977,-0.23573,9940,4.2903,0.14669,,,,,,
213.2,4252.41,3.189397972,55,10836.25,5.173619028,9780,2.22,-0.072921,9950,4.4123,0.26872,,,,,,
213.4,4257.15,3.011168082,55.05,10837.71,5.617679776,9790,2.4169,0.048694,9960,4.7042,0.56059,,,,,,
213.6,4261.89,2.928103101,55.1,10839.18,5.550076141,9800,0.92331,0.040081,9970,4.4136,0.26998,,,,,,
213.8,4266.62,2.824999746,55.15,10840.65,4.697334928,9810,-1.327,-0.021444,9980,4.3391,0.19552,,,,,,
214,4271.36,2.668862545,55.2,10842.11,5.155637108,9820,-1.1711,0.028194,9990,4.3622,0.21864,,,,,,
214.2,4276.1,2.85529602,55.25,10843.58,4.225435035,9830,0.34046,0.11753,10000,4.6828,0.53919,,,,,,
214.4,4280.84,2.893029567,55.3,10845.05,4.468743851,9840,1.7336,0.11593,10010,4.7834,0.63983,,,,,,
214.6,4285.58,2.840135284,55.35,10846.51,4.879342291,9850,2.4304,0.16981,10020,4.4,0.25635,,,,,,
214.8,4290.32,2.844158915,55.4,10847.98,5.191506524,9860,2.6706,0.27304,10030,4.6483,0.50473,,,,,,
215,4295.06,2.849638008,55.45,10849.45,5.243126326,9870,2.8218,0.37932,10040,4.6225,0.4789,,,,,,
215.2,4299.8,2.831937223,55.5,10850.92,5.197637239,9880,2.8863,0.58703,10050,4.5071,0.36354,,,,,,
215.4,4304.54,2.941437664,55.55,10852.38,5.51362074,9890,2.8665,0.56279,10060,4.8743,0.73069,,,,,,
215.6,4309.28,2.851537444,55.6,10853.85,5.17276989,9900,2.8132,0.51513,10070,4.9311,0.78748,,,,,,
215.8,4314.02,2.775358551,55.65,10855.32,6.402055385,9910,2.834,0.49563,10080,4.4845,0.3409,,,,,,
216,4318.76,2.743881221,55.7,10856.78,6.69279246,9920,2.9591,0.55718,10090,4.3252,0.18156,,,,,,
216.2,4323.49,2.866837733,55.75,10858.25,4.933551168,9930,2.9405,0.63194,10100,5.0196,0.87596,,,,,,
216.4,4328.23,2.82559426,55.8,10859.72,4.361459429,9940,2.9746,0.78376,10110,4.3904,0.24683,,,,,,
216.6,4332.97,2.885617929,55.85,10861.18,4.904402939,9950,3.0372,0.77634,10120,5.0675,0.92386,,,,,,
216.8,4337.71,3.059418159,55.9,10862.65,5.3508771,9960,3.1453,,10130,4.8699,0.72634,,,,,,
217,4342.45,3.10538124,55.95,10864.12,5.945017789,9970,3.2322,,10140,4.7094,0.56581,,,,,,
217.2,4347.19,3.126874082,56,10865.58,4.32943295,9980,3.4356,,10150,4.5624,0.41877,,,,,,
217.4,4351.93,3.305567151,56.05,10867.05,4.672172774,9990,3.403,,10160,4.326,0.18236,,,,,,
217.6,4356.67,3.124737218,56.1,10868.52,4.234439616,10000,3.3551,,10170,4.951,0.80739,,,,,,
217.8,4361.41,3.158196189,56.15,10869.98,4.828829733,10010,3.333,,10180,5.0464,0.90284,,,,,,
218,4366.15,3.152364344,56.2,10871.45,4.623109574,10020,3.3549,,10190,5.11,0.96638,,,,,,
218.2,4370.89,3.236065633,56.25,10872.92,5.038272444,10030,3.4277,,10200,5.0099,0.8663,,,,,,
218.4,4375.63,3.396571313,56.3,10874.38,5.03202114,10040,3.5272,,10210,4.9344,0.79084,,,,,,
218.6,4380.36,3.361276001,56.35,10875.85,5.477214262,10050,3.617,,10220,5.0736,0.93001,,,,,,
218.8,4385.1,3.231873343,56.4,10877.32,4.678737943,10060,3.6232,,10230,4.7832,0.63956,,,,,,
219,4389.84,3.283132139,56.45,10878.78,4.656787752,,,,10240,4.7124,0.56882,,,,,,
219.2,4394.58,3.330474905,56.5,10880.25,5.134447477,,,,10250,4.6159,0.47232,,,,,,
219.4,4399.32,3.517368813,56.55,10881.72,4.61819816,,,,10260,4.5411,0.39752,,,,,,
219.6,4404.06,3.519261672,56.6,10883.18,4.745415103,,,,10270,4.4375,0.29393,,,,,,
219.8,4408.8,3.297926474,56.65,10884.65,4.212705314,,,,10280,4.7165,0.57293,,,,,,
220,4413.54,3.30684203,56.7,10886.12,3.752851105,,,,10290,4.7594,0.61579,,,,,,
220.2,4416.28,3.250058752,56.75,10887.58,4.184432798,,,,10300,4.7778,0.63417,,,,,,
220.4,4419.02,3.26369773,56.8,10889.05,4.503439438,,,,10310,4.6398,0.49615,,,,,,
220.6,4421.75,3.12176895,56.85,10890.52,4.768275363,,,,10320,4.4183,0.27472,,,,,,
220.8,4424.49,3.243589926,56.9,10891.98,4.377478637,,,,10330,4.3428,0.19919,,,,,,
221,4427.23,3.24892946,56.95,10893.45,4.808496016,,,,10340,4.2847,0.14114,,,,,,
221.2,4429.97,3.112795108,57,10894.92,4.641019839,,,,10350,4.9862,0.84257,,,,,,
221.4,4432.71,3.207836858,57.05,10896.38,5.424052241,,,,10360,4.57,0.42644,,,,,,
221.6,4435.45,3.034790001,57.1,10897.85,4.438856798,,,,10370,5.3179,1.1743,,,,,,
221.8,4438.18,2.899879619,57.15,10899.32,4.783358634,,,,10380,5.0649,0.92126,,,,,,
222,4440.92,2.893777259,57.2,10900.78,4.988285948,,,,10390,5.0669,0.92327,,,,,,
222.2,4443.66,2.879959927,57.25,10902.25,6.093743396,,,,10400,5.3866,1.243,,,,,,
222.4,4446.4,2.729983911,57.3,10903.72,6.256069888,,,,10410,4.6851,0.54152,,,,,,
222.6,4449.14,2.709119965,57.35,10905.18,4.770805683,,,,10420,4.8375,0.69391,,,,,,
222.8,4451.88,2.561504517,57.4,10906.65,5.590138588,,,,10430,4.8498,0.70621,,,,,,
223,4454.62,2.625583195,57.45,10908.12,4.523987588,,,,10440,5.3442,1.2006,,,,,,
223.2,4457.35,2.479398728,57.5,10909.58,5.29236217,,,,10450,4.7198,0.57617,,,,,,
223.4,4460.09,2.648323675,57.55,10911.05,4.792394236,,,,10460,4.7066,0.56298,,,,,,
223.6,4462.83,2.799148915,57.6,10912.52,6.295266001,,,,10470,4.8139,0.67027,,,,,,
223.8,4465.57,2.603350842,57.65,10913.98,6.679958059,,,,10480,5.0249,0.88132,,,,,,
224,4468.31,2.93857386,57.7,10915.45,4.449501501,,,,10490,4.7673,0.6237,,,,,,
224.2,4471.05,2.929691521,57.75,10916.92,5.298555433,,,,10500,5.0933,0.94971,,,,,,
224.4,4473.78,3.079613758,57.8,10918.38,4.691738202,,,,10510,5.5393,1.3957,,,,,,
224.6,4476.52,3.019148765,57.85,10919.85,5.310019462,,,,10520,5.1855,1.0419,,,,,,
224.8,4479.26,2.815826401,57.9,10921.32,5.066169583,,,,10530,5.7702,1.6266,,,,,,
225,4482,2.665234297,57.95,10922.79,5.315041148,,,,10540,5.1931,1.0495,,,,,,
225.2,4484.74,2.72341542,58,10924.25,5.201160655,,,,10550,4.9985,0.85493,,,,,,
225.4,4487.48,2.680996019,58.05,10925.72,5.021862357,,,,10560,5.2361,1.0925,,,,,,
225.6,4490.21,2.709508991,58.1,10927.19,4.491349072,,,,10570,4.6333,0.48973,,,,,,
225.8,4492.95,2.72583204,58.15,10928.65,4.391533191,,,,10580,4.8908,0.74723,,,,,,
226,4495.69,2.672906116,58.2,10930.12,4.801285065,,,,10590,5.1068,0.9632,,,,,,
226.2,4498.43,2.76953252,58.25,10931.59,4.776196305,,,,10600,4.9012,0.75755,,,,,,
226.4,4501.17,2.903756489,58.3,10933.05,4.54144293,,,,10610,5.205,1.0614,,,,,,
226.6,4503.91,2.752044802,58.35,10934.52,4.060214622,,,,10620,4.5705,0.42687,,,,,,
226.8,4506.65,2.701509794,58.4,10935.99,4.02620167,,,,10630,4.9588,0.81516,,,,,,
227,4509.38,2.722827213,58.45,10937.45,3.865832264,,,,10640,4.4366,0.29302,,,,,,
227.2,4512.12,2.681904921,58.5,10938.92,4.074708588,,,,10650,4.6904,0.54684,,,,,,
227.4,4514.86,2.674307544,58.55,10940.39,4.267489165,,,,10660,4.6203,0.47674,,,,,,
227.6,4517.6,2.653020137,58.6,10941.85,4.331452654,,,,10670,4.5836,0.44001,,,,,,
227.8,4520.34,2.642070893,58.65,10943.32,4.694688223,,,,10680,4.9835,0.83987,,,,,,
228,4523.08,2.874487725,58.7,10944.79,4.778214609,,,,10690,5.3923,1.2487,,,,,,
228.2,4525.81,2.728884288,58.75,10946.25,5.160081046,,,,10700,5.4224,1.2788,,,,,,
228.4,4528.55,2.827283887,58.8,10947.72,4.162182921,,,,10710,5.5637,1.4201,,,,,,
228.6,4531.29,2.894166364,58.85,10949.19,5.635503634,,,,10720,5.1512,1.0076,,,,,,
228.8,4534.03,2.774005488,58.9,10950.65,4.952869485,,,,10730,5.5055,1.3619,,,,,,
229,4536.77,2.729659012,58.95,10952.12,5.127651752,,,,10740,4.921,0.77736,,,,,,
229.2,4539.51,2.816281855,59,10953.59,4.995569999,,,,10750,5.4767,1.3331,,,,,,
229.4,4542.24,2.908980603,59.05,10955.05,4.469295915,,,,10760,4.4368,0.29315,,,,,,
229.6,4544.98,2.898323436,59.1,10956.52,5.790171052,,,,10770,5.7984,1.6548,,,,,,
229.8,4547.72,2.963691751,59.15,10957.99,4.560132588,,,,10780,4.0846,-0.058974,,,,,,
230,4550.46,3.08713874,59.2,10959.45,5.181008356,,,,10790,4.342,0.19841,,,,,,
230.2,4552.24,3.165214557,59.25,10960.92,4.467065144,,,,10800,4.8324,0.68879,,,,,,
230.4,4554.03,2.826985704,59.3,10962.39,4.511650402,,,,10810,5.3566,1.213,,,,,,
230.6,4555.81,2.770576465,59.35,10963.85,4.960620851,,,,10820,4.9349,0.79131,,,,,,
230.8,4557.6,2.905059565,59.4,10965.32,4.8940123,,,,10830,4.6605,0.51692,,,,,,
231,4559.38,2.967489061,59.45,10966.79,4.858137288,,,,10840,5.0364,0.89281,,,,,,
231.2,4561.17,2.840583091,59.5,10968.25,5.555781826,,,,10850,5.2288,1.0852,,,,,,
231.4,4562.95,3.043427147,59.55,10969.72,5.471556926,,,,10860,4.3992,0.25559,,,,,,
231.6,4564.74,2.689319164,59.6,10971.19,4.713982681,,,,10870,4.8287,0.68511,,,,,,
231.8,4566.52,2.523738594,59.65,10972.65,4.972252325,,,,10880,5.0977,0.9541,,,,,,
232,4568.31,2.685634591,59.7,10974.12,4.834912606,,,,10890,4.7157,0.5721,,,,,,
232.2,4570.09,2.631050324,59.75,10975.59,4.909484014,,,,10900,4.8694,0.72578,,,,,,
232.4,4571.88,2.815424192,59.8,10977.05,5.104522839,,,,10910,5.1932,1.0496,,,,,,
232.6,4573.66,2.793905481,59.85,10978.52,5.340497343,,,,10920,5.3029,1.1593,,,,,,
232.8,4575.45,2.637925468,59.9,10979.99,5.594109843,,,,10930,4.7935,0.64994,,,,,,
233,4577.23,2.61678861,59.95,10981.45,5.508431964,,,,10940,4.2305,0.086928,,,,,,
233.2,4579.02,2.700092222,60,10982.92,5.522291741,,,,10950,5.2383,1.0947,,,,,,
233.4,4580.8,2.744696824,60.05,10984.39,5.178634592,,,,10960,4.956,0.81236,,,,,,
233.6,4582.59,2.540687484,60.1,10985.85,5.303521194,,,,10970,5.3806,1.237,,,,,,
233.8,4584.37,2.637426451,60.15,10987.32,5.194486293,,,,10980,5.5941,1.4505,,,,,,
234,4586.16,2.515642615,60.2,10988.79,5.231519886,,,,10990,4.8085,0.66494,,,,,,
234.2,4587.94,2.660909838,60.25,10990.25,4.727908245,,,,11000,5.3624,1.2188,,,,,,
234.4,4589.73,2.881286686,60.3,10991.72,4.455759635,,,,11010,5.1712,1.0276,,,,,,
234.6,4591.51,2.61737004,60.35,10993.19,4.693941021,,,,11020,5.158,1.0144,,,,,,
234.8,4593.29,2.623364579,60.4,10994.66,4.204075678,,,,11030,4.9924,0.84883,,,,,,
235,4595.08,2.67252734,60.45,10996.12,4.383587915,,,,11040,7.4318,3.2882,,,,,,
235.2,4596.86,2.587331445,60.5,10997.59,5.621004548,,,,11050,5.4159,1.2723,,,,,,
235.4,4598.65,2.687157124,60.55,10999.06,5.316242173,,,,11060,4.9898,0.84618,,,,,,
235.6,4600.43,2.674704668,60.6,11000.52,5.381247149,,,,11070,5.715,1.5714,,,,,,
235.8,4602.22,2.710906404,60.65,11001.99,5.012356658,,,,11080,5.3417,1.1981,,,,,,
236,4604,2.676501843,60.7,11003.46,NaN,,,,11090,5.1076,0.96401,,,,,,
236.2,4605.79,2.691082668,60.75,11004.92,5.436628982,,,,11100,5.0267,0.88313,,,,,,
236.4,4607.57,2.973976283,60.8,11006.39,5.360033829,,,,11110,4.2666,0.12299,,,,,,
236.6,4609.36,2.73415802,60.85,11007.86,4.758716287,,,,11120,3.857,-0.28665,,,,,,
236.8,4611.14,2.651502754,60.9,11009.32,5.403931948,,,,11130,4.2132,0.069552,,,,,,
237,4612.93,2.616140986,60.95,11010.79,4.8797505,,,,11140,4.5853,0.44166,,,,,,
237.2,4614.71,2.609850278,61,11012.26,5.327876169,,,,11150,4.6681,0.52454,,,,,,
237.4,4616.5,2.576827745,61.05,11018.72,5.232110788,,,,11160,4.7451,0.60149,,,,,,
237.6,4618.28,3.093644739,61.1,11025.18,4.708911745,,,,11170,5.2854,1.1418,,,,,,
237.8,4620.07,2.993296219,61.15,11031.64,5.181535668,,,,11180,5.3921,1.2485,,,,,,
238,4621.85,3.054844689,61.2,11038.11,7.810514877,,,,11190,4.3242,0.18064,,,,,,
238.2,4623.64,3.045577151,61.25,11044.57,5.770378537,,,,11200,4.7559,0.61227,,,,,,
238.4,4625.42,2.771714214,61.3,11051.03,5.340713506,,,,11210,4.9857,0.84208,,,,,,
238.6,4627.21,3.121623166,61.35,11057.49,4.607591495,,,,11220,5.2193,1.0756,,,,,,
238.8,4628.99,2.816311533,61.4,11063.96,5.749392986,,,,11230,4.7993,0.65572,,,,,,
239,4630.78,2.694117107,61.45,11070.42,5.710862614,,,,11240,4.851,0.70743,,,,,,
239.2,4632.56,2.933567569,61.5,11076.88,5.511643655,,,,11250,4.3916,0.24799,,,,,,
239.4,4634.34,3.049324835,61.55,11083.34,5.187996653,,,,11260,5.8852,1.7416,,,,,,
239.6,4636.13,3.053351182,61.6,11089.8,5.108303966,,,,11270,6.0284,1.8848,,,,,,
239.8,4637.91,3.286876931,61.65,11096.27,5.094772173,,,,11280,6.2225,2.0789,,,,,,
240,4639.7,3.162650265,61.7,11102.73,4.927121924,,,,11290,5.0783,0.93465,,,,,,
240.2,4641.38,3.212138897,61.75,11109.19,4.267117754,,,,11300,5.4629,1.3193,,,,,,
240.4,4643.05,3.224696689,61.8,11115.65,4.264592446,,,,11310,4.849,0.70542,,,,,,
240.6,4644.73,2.840774817,61.85,11122.12,3.72029565,,,,11320,5.5116,1.368,,,,,,
240.8,4646.41,2.714610377,61.9,11128.58,4.252279958,,,,11330,5.0415,0.89789,,,,,,
241,4648.08,2.699744506,61.95,11135.04,3.936025314,,,,11340,4.982,0.83843,,,,,,
241.2,4649.76,2.669236423,62,11141.5,4.703186491,,,,11350,4.2201,0.076546,,,,,,
241.4,4651.44,2.727284324,62.05,11147.97,4.754043809,,,,11360,4.0173,-0.12633,,,,,,
241.6,4653.12,2.606158533,62.1,11154.43,4.387235647,,,,11370,3.9699,-0.17371,,,,,,
241.8,4654.79,2.91506437,62.15,11160.89,4.790773813,,,,11380,5.23,1.0864,,,,,,
242,4656.47,2.801615765,62.2,11167.35,4.963889017,,,,11390,4.2761,0.13252,,,,,,
242.2,4658.15,2.78474642,62.25,11173.82,5.732281581,,,,11400,4.1978,0.05422,,,,,,
242.4,4659.82,2.919183455,62.3,11180.28,5.371547624,,,,11410,4.6401,0.49654,,,,,,
242.6,4661.5,2.819545705,62.35,11186.74,4.702776578,,,,11420,5.1862,1.0426,,,,,,
242.8,4663.18,2.763829542,62.4,11193.2,4.109658797,,,,11430,4.8824,0.73879,,,,,,
243,4664.85,2.775872797,62.45,11199.67,4.757999921,,,,11440,4.5926,0.44899,,,,,,
243.2,4666.53,2.916114646,62.5,11206.13,4.477063613,,,,11450,4.4711,0.32752,,,,,,
243.4,4668.21,2.786302398,62.55,11212.59,5.263590887,,,,11460,4.9174,0.77376,,,,,,
243.6,4669.89,2.858891231,62.6,11219.05,5.23341664,,,,11470,4.7673,0.62372,,,,,,
243.8,4671.56,2.819596531,62.65,11225.52,5.013298412,,,,11480,4.2482,0.10462,,,,,,
244,4673.24,2.918880815,62.7,11231.98,4.757328735,,,,11490,4.5191,0.3755,,,,,,
244.2,4674.92,2.692782729,62.75,11238.44,4.876697886,,,,11500,4.8568,0.71324,,,,,,
244.4,4676.59,2.447857837,62.8,11244.9,4.625736464,,,,11510,4.8653,0.72171,,,,,,
244.6,4678.27,2.55040967,62.85,11251.36,4.371357947,,,,11520,4.4895,0.34593,,,,,,
244.8,4679.95,2.758248946,62.9,11257.83,5.590503171,,,,11530,4.7112,0.56758,,,,,,
245,4681.62,2.996152353,62.95,11264.29,6.236467433,,,,11540,4.6951,0.55153,,,,,,
245.2,4683.3,NaN,63,11270.75,6.020294929,,,,11550,4.338,0.19444,,,,,,
245.4,4684.98,NaN,63.05,11277.21,6.737085575,,,,11560,4.029,-0.11456,,,,,,
245.6,4686.66,2.024381764,63.1,11283.68,5.328945204,,,,11570,4.4355,0.29193,,,,,,
245.8,4688.33,NaN,63.15,11290.14,5.07809922,,,,11580,4.6109,0.46728,,,,,,
246.4,4693.36,3.131409799,63.2,11296.6,5.785142995,,,,11590,4.3312,0.18756,,,,,,
246.6,4695.04,2.842843424,63.25,11303.06,5.098610259,,,,11600,4.2391,0.095454,,,,,,
246.8,4696.72,3.027546377,63.3,11309.53,4.848116365,,,,11610,4.4314,0.28778,,,,,,
247,4698.4,2.944010989,63.35,11315.99,4.981822332,,,,11620,4.2448,0.10123,,,,,,
247.2,4700.07,2.91132399,63.4,11322.45,5.733708965,,,,11630,4.6237,0.48012,,,,,,
247.4,4701.75,3.049436453,63.45,11328.91,5.000320103,,,,11640,4.7477,0.60405,,,,,,
247.6,4703.43,3.017476895,63.5,11335.38,5.545077279,,,,11650,4.1775,0.033889,,,,,,
247.8,4705.1,2.745576728,63.55,11341.84,4.736672494,,,,11660,4.2306,0.086969,,,,,,
248,4706.78,2.90009674,63.6,11348.3,4.272025739,,,,11670,4.05,-0.093645,,,,,,
248.2,4708.46,2.96046652,63.65,11354.76,4.119986993,,,,11680,4.4196,0.276,,,,,,
248.4,4710.13,2.834443205,63.7,11361.23,3.997933453,,,,11690,4.3996,0.25598,,,,,,
248.6,4711.81,2.912002017,63.75,11367.69,3.921330208,,,,11700,4.5173,0.37374,,,,,,
248.8,4713.49,2.710957847,63.8,11374.15,4.216844588,,,,11710,4.505,0.36136,,,,,,
249,4715.17,2.699699422,63.85,11380.61,5.252273428,,,,11720,4.467,0.32335,,,,,,
249.2,4716.84,2.67052819,63.9,11387.07,4.102165141,,,,11730,4.0438,-0.099773,,,,,,
249.4,4718.52,2.719194766,63.95,11393.54,4.507189778,,,,11740,4.496,0.3524,,,,,,
