ID,depth,mean,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1C_2mm_1081,230.1,4552.41,21680,1.43,0.0750574,0.0504645,0.356682,0.101265,0.760928,15.166,0.245578,0.0166589,0.00845697,0.449293,0,0.455818,1.95613,66.2332,13.1868,5.02371,0.199139,1.25974,6A,Unit 6
PAT1C_2mm_1086,231.1,4561.06,19622.7,1.296,0.0802476,0.0122833,0.196178,0.0262952,0.396586,7.03203,0.162567,0.0114562,0.0108227,0.404805,0.0763593,0.466781,2.02017,73.6105,14.8415,4.96303,0.201568,1.13142,6A,Unit 6
PAT1C_2mm_1091,232.1,4569.71,20924.3,1.334,0.0596555,0.0409803,0.290894,0.0927197,0.689819,9.88466,0.131115,0,0.25251,0.342288,0.0231462,0.445921,1.97336,71.0614,14.2075,5.0022,0.199949,1.17519,6A,Unit 6
PAT1C_2mm_1096,233.1,4578.36,21980.4,1.506,0.065348,0.0453639,0.320788,0.103474,0.79812,11.8139,0.127444,0.0554946,0.105362,0.461854,0.0597192,0.534593,1.91414,69.1677,13.6805,5.05759,0.197814,1.20713,6A,Unit 6
PAT1C_2mm_1101,234.1,4587.01,22419.9,1.38,0.0520472,0.0500499,0.32258,0.0781795,0.79751,10.9182,0.181452,0.00287368,0.203997,0.461419,0.0420407,0.430412,1.84512,70.1826,13.8278,5.07655,0.19708,1.19151,6A,Unit 6
PAT1C_2mm_1106,235.1,4595.66,21591.3,1.434,0.0618357,0.0216674,0.266278,0.0957329,0.669708,9.34093,0.150157,0.00930539,0.152948,0.39565,0,0.326716,1.9962,71.5875,14.2718,5.01635,0.199358,1.16493,6A,Unit 6
PAT1C_2mm_1111,236.1,4604.3,21088.7,1.406,0.0559201,0.0414731,0.226191,0.07691,0.639377,9.9755,0.114093,0.011411,0.138743,0.292352,0.0328064,0.436321,1.83399,71.2505,14.1752,5.02719,0.198948,1.17075,6A,Unit 6
PAT1C_2mm_1116,237.1,4612.95,20859.1,1.37,0.0845509,0.0402731,0.189982,0.0680528,0.53717,7.54439,0.129209,0.0204074,0.0441099,0.325556,0.0107153,0.416846,2.29223,73.1248,14.5173,5.03749,0.19853,1.14144,6A,Unit 6
PAT1C_2mm_1121,238.1,4621.6,21464.6,1.534,0.0852227,0.0773384,0.313164,0.108934,0.728017,14.492,0.204596,0,0.0973693,0.501168,0.0499378,0.511206,1.98976,66.8812,13.2727,5.03906,0.198506,1.24801,6A,Unit 6
PAT1C_2mm_1126,239.1,4630.25,21163.5,1.376,0.0721369,0.0252387,0.208207,0.0768472,0.544318,9.98509,0.172877,0,0.118347,0.403748,0.0410859,0.39767,2.06819,71.258,14.0109,5.09025,0.196511,1.17448,6A,Unit 6
PAT1C_2mm_1131,240.1,4638.87,22346.6,1.496,0.0687465,0.0832734,0.315707,0.103667,0.619671,14.9518,0.216286,0.00586628,0.129369,0.421913,0.136148,0.481643,2.02871,66.7421,13.2791,5.03004,0.19889,1.25263,6A,Unit 6
PAT1C_2mm_1136,241.1,4647.27,21311.6,1.432,0.0728408,0.0660407,0.272251,0.10122,0.686054,10.4497,0.214576,0.0102428,0.0945362,0.407795,0.0411619,0.408298,2.00323,70.8179,13.6821,5.17673,0.193221,1.18408,6A,Unit 6
PAT1C_2mm_1141,242.1,4655.67,22615.5,1.492,0.0854422,0.081294,0.3157,0.122677,0.651973,10.6224,0.180443,0.0264279,0.0680002,0.515593,0.0435986,0.481909,1.93137,70.3463,13.8356,5.08566,0.196672,1.18867,6A,Unit 6
PAT1C_2mm_1146,243.1,4664.07,18127.7,1.47,0.072711,0.0298043,0.184649,0.071176,0.437049,7.28982,0.16986,0.0467107,0.137001,0.416238,0.0706609,0.681887,2.01666,73.1432,14.5494,5.02773,0.198911,1.14085,6A,Unit 6
PAT1C_2mm_1151,244.1,4672.47,21351.6,1.432,0.0616347,0.0613867,0.301206,0.0840296,0.56878,8.7142,0.0960152,0.0118788,0.148564,0.326233,0.0616432,0.650902,2.01337,71.9483,14.4293,4.98738,0.200564,1.15819,6A,Unit 6
PAT1C_2mm_1156,245.1,4680.87,19393.2,1.442,0.0592674,0.033,0.175208,0.0319126,0.303137,4.6018,0.0344149,0.0116759,0.103078,0.311779,0.0830403,0.64265,2.53728,75.1931,15.2228,4.95585,0.202137,1.10856,6A,Unit 6
PAT1C_2mm_1161,246.1,4689.27,13768,1.708,0.0821109,0.00889585,0.036644,0.0160772,0.0362978,0.885041,0.0731277,0.0576385,0.0860295,0.258396,0.104963,0.641676,2.47729,78.0288,16.3316,4.77909,0.209317,1.06019,6A,Unit 6
PAT1C_2mm_1166,247.1,4697.67,18969.8,1.504,0.0734956,0.0590086,0.282785,0.100096,0.494032,9.52647,0.165242,0.0221644,0.0877064,0.412401,0.0357084,0.665165,2.18005,70.7218,14.3889,4.9221,0.203384,1.17644,6A,Unit 6
PAT1C_2mm_1171,248.1,4706.07,21131.3,1.382,0.0688883,0.0900048,0.455689,0.114419,0.815772,14.6652,0.245683,0.00387184,0.181088,0.456525,0.124601,1.05476,1.73527,65.5922,13.4795,4.86823,0.205511,1.26474,6A,Unit 6
PAT1C_2mm_1176,249.1,4714.47,21651.3,1.422,0.0767368,0.104481,0.455297,0.150168,0.824337,12.7447,0.211717,0.0123553,0.0877472,0.452127,0.138602,0.977851,1.86668,67.4439,13.6907,4.92749,0.203015,1.23263,6A,Unit 6
PAT1C_2mm_1181,250.1,4723.12,21117.5,1.414,0.0682185,0.119077,0.49241,0.184135,0.814202,17.06,0.203792,0,0.0646008,0.404817,0.207627,1.02549,1.83086,63.7253,13.1464,4.84824,0.206319,1.30152,6A,Unit 6
PAT1C_2mm_1186,251.1,4734,20178.2,1.428,0.0850342,0.115043,0.470244,0.157787,0.756507,17.6035,0.188507,0.0214049,0.115549,0.429873,0.0803555,1.22869,1.85913,63.0195,13.2547,4.75594,0.210331,1.31122,6A,Unit 6
PAT1C_2mm_1191,252.1,4744.88,19938.5,1.372,0.0745996,0.0929587,0.495185,0.158902,0.749255,13.5691,0.220506,0.00401276,0.130986,0.418229,0.158589,1.12507,2.03812,65.9721,14.0987,4.67985,0.213777,1.24915,6A,Unit 6
PAT1C_2mm_1196,253.1,4755.76,20915.8,1.384,0.0820615,0.0909875,0.372159,0.134801,0.662886,12.953,0.151261,0,0.161728,0.464443,0.130619,0.76853,2.09927,67.4882,13.6199,4.9562,0.201819,1.23295,6A,Unit 6
PAT1C_2mm_1201,254.1,4766.64,20820.7,1.458,0.0672349,0.0684536,0.340988,0.0784891,0.651659,12.3673,0.206966,0,0.0314838,0.407665,0.0864095,0.554517,1.99969,68.6923,13.8402,4.96787,0.201366,1.21345,6A,Unit 6
PAT1C_2mm_1206,255.1,4777.52,14506.5,1.5,0.0346282,0.00388853,0.0490975,0.0141499,0.116547,2.23769,0.0498917,0.0522598,0.0337929,0.258101,0.0876927,0.619664,2.67856,77.1047,15.9164,4.85133,0.206378,1.07534,6A,Unit 6
PAT1C_2mm_1211,256.1,4788.41,17029.3,1.486,0.0525003,0.0473188,0.214555,0.0756481,0.384716,9.08223,0.159933,0.0397783,0.180245,0.413263,0.0971978,0.542175,2.09626,71.0346,14.8097,4.80252,0.208306,1.16864,6A,Unit 6
PAT1C_2mm_1216,257.1,4799.29,21496.9,1.352,0.0611022,0.0927502,0.371168,0.1536,0.732759,15.4093,0.199328,0.0227994,0.159199,0.496916,0.0948862,0.45636,1.74393,66.1126,13.2293,4.99853,0.200116,1.26053,6A,Unit 6
PAT1C_2mm_1221,258.1,4810.17,23131.8,1.438,0.0915587,0.0836518,0.366791,0.144555,0.745037,14.7727,0.231222,0,0.152177,0.535528,0.0787175,0.581346,1.77652,66.4892,13.22,5.03062,0.198845,1.25463,6A,Unit 6
PAT1C_2mm_1226,259.1,4821.05,23137.8,1.432,0.055931,0.0728759,0.363993,0.147945,0.735922,14.4318,0.191281,0.0125707,0.07005,0.499588,0.101234,0.502783,1.93383,66.8623,13.3573,5.00649,0.199768,1.24673,6A,Unit 6
PAT1C_2mm_1231,260.1,4831.89,22980.4,1.406,0.0655677,0.0875855,0.406674,0.163737,0.781468,15.615,0.194628,0.00919069,0.242888,0.591598,0.0933525,0.412813,1.85683,65.7248,12.9806,5.06379,0.197512,1.27059,6A,Unit 6
PAT1C_2mm_1236,261.1,4842.39,22815.9,1.472,0.0868762,0.0917151,0.420833,0.136383,0.793225,16.0142,0.176151,0.00812622,0.0832187,0.44762,0.0754431,0.682943,1.8001,65.5119,12.9462,5.06119,0.19763,1.27463,6A,Unit 6
PAT1C_2mm_1241,262.1,4852.89,22487.4,1.568,0.0614291,0.115504,0.372522,0.15033,0.692225,14.9271,0.247928,0,0.133855,0.468512,0.0673437,0.670541,1.80502,66.5217,13.1497,5.06048,0.197655,1.25529,6A,Unit 6
PAT1C_2mm_1246,263.1,4863.38,22227.7,1.416,0.0572285,0.111859,0.401422,0.165361,0.755571,17.3966,0.163077,0.0115309,0.15604,0.538046,0.195152,0.598064,1.6851,64.3936,12.7789,5.04002,0.198469,1.2964,6A,Unit 6
PAT1D_2mm_1251,264.1,4873.88,22725.2,1.376,0.0679411,0.107522,0.440868,0.169272,0.724152,17.2692,0.137539,0.00669983,0.108365,0.544104,0.0675596,0.641493,1.75481,64.1193,13.2179,4.8516,0.206156,1.29343,6A,Unit 6
PAT1D_2mm_1256,265.1,4884.37,22761.6,1.372,0.0648214,0.0820293,0.356124,0.11495,0.745178,16.1765,0.0812826,0.0121126,0.0947914,0.631407,0.233423,0.764391,1.74589,64.9478,13.2376,4.90681,0.203875,1.28123,6A,Unit 6
PAT1D_2mm_1261,266.1,4894.87,19573.7,1.258,0.0761021,0.108578,0.354707,0.177293,0.82712,17.4676,0.109187,0.0242622,0.221097,0.57515,0.127765,0.626829,1.8458,63.829,13.0959,4.87554,0.205134,1.30607,6A,Unit 6
PAT1D_2mm_1266,267.1,4905.37,19242.1,1.35,0.0877127,0.114995,0.420365,0.157267,0.738729,16.8895,0.135448,0.0590185,0.0889207,0.527268,0.186371,0.777308,1.86944,63.9533,13.261,4.8256,0.207281,1.29721,6A,Unit 6
PAT1D_2mm_1271,268.1,4915.86,21246.6,1.338,0.0766407,0.108666,0.354324,0.170267,0.773595,16.3475,0.17215,0.0219624,0.0900603,0.57363,0.136382,0.649429,1.84241,64.8478,13.1978,4.91304,0.203646,1.28238,6A,Unit 6
PAT1D_2mm_1276,269.1,4926.36,18959.1,1.246,0.0742539,0.0798651,0.321535,0.140201,0.698315,13.8288,0.0952559,0.0608191,0.184581,0.425817,0.0895819,0.589885,1.83631,67.2053,13.7469,4.89082,0.204646,1.23855,6A,Unit 6
PAT1D_2mm_1281,270.1,4936.8,20617.6,1.254,0.0650877,0.0567655,0.288585,0.115473,0.57865,10.4725,0.105006,0.043408,0.0693253,0.421351,0.130885,0.509779,2.01368,70.1566,14.3582,4.88822,0.204655,1.18385,6A,Unit 6
PAT1D_2mm_1286,271.1,4946.75,20082,1.278,0.0759818,0.0663616,0.327672,0.148981,0.700352,11.922,0.0862988,0.0474208,0.147116,0.437102,0.120849,0.588985,2.00326,68.7248,13.9535,4.9252,0.203071,1.21025,6A,Unit 6
PAT1D_2mm_1291,272.1,4956.69,20570.5,1.296,0.0675289,0.0789911,0.331493,0.122121,0.701987,13.7102,0.0927981,0.0236185,0.0685568,0.494903,0.0856733,0.609827,1.99177,67.3124,13.6182,4.94296,0.20239,1.23649,6A,Unit 6
PAT1D_2mm_1296,273.1,4966.64,17952.9,1.454,0.0567527,0.0208904,0.136277,0.0266532,0.192105,4.18719,0.0487587,0.0667076,0.0828218,0.299675,0.100093,0.598031,2.38774,75.6857,15.6218,4.84476,0.206419,1.10023,6A,Unit 6
PAT1D_2mm_1301,274.1,4976.59,17091.8,1.394,0.0888686,0.0559988,0.238506,0.115155,0.477038,9.87681,0.149159,0.0613551,0.105122,0.309926,0.203599,0.715227,2.1521,70.2149,14.567,4.82115,0.207438,1.19273,6A,Unit 6
PAT1D_2mm_1306,275.1,4986.53,21829.1,1.302,0.0631542,0.075296,0.345747,0.136119,0.800068,14.7749,0.175132,0.0488831,0.0743589,0.552877,0.291592,0.699322,1.88742,66.2761,13.1986,5.02298,0.199132,1.25951,6A,Unit 6
PAT1D_2mm_1311,276.1,4996.48,20904.1,1.34,0.0710079,0.0893298,0.334296,0.130457,0.734635,13.9832,0.175534,0.0337357,0.148884,0.515496,0.150125,0.646195,1.90488,66.7753,13.6168,4.90647,0.2039,1.24711,6A,Unit 6
PAT1D_2mm_1316,277.1,5006.42,19695,1.308,0.0673471,0.0814376,0.320791,0.114461,0.617388,12.3449,0.146286,0.022433,0.142183,0.397045,0.0726826,0.669454,2.01929,68.4075,13.8691,4.93558,0.202739,1.21584,6A,Unit 6
PAT1D_2mm_1321,278.1,5016.37,18720.8,1.224,0.0670672,0.0637472,0.279525,0.132091,0.592649,12.8237,0.14427,0.0332753,0.19102,0.502026,0.137071,0.675642,1.91935,67.8937,13.889,4.89586,0.204406,1.22792,6A,Unit 6
PAT1D_2mm_1326,279.1,5026.32,18694.8,1.28,0.0731705,0.0391478,0.196647,0.0868929,0.409137,8.26175,0.13642,0.0273357,0.0605456,0.359701,0.0770418,0.828548,2.08491,71.8264,14.9632,4.80201,0.208283,1.15304,6A,Unit 6
PAT1D_2mm_1331,280.1,5036.26,20755.6,1.276,0.0615619,0.0688011,0.272328,0.134501,0.611137,12.6858,0.11525,0.0550413,0.0898493,0.591674,0.14562,0.625814,2.00503,67.9496,13.9099,4.88635,0.204685,1.22745,6A,Unit 6
PAT1D_2mm_1336,281.1,5046.21,18164,1.324,0.0495342,0.0741089,0.250891,0.118618,0.529425,11.9222,0.114459,0.0276288,0.18842,0.548483,0.0383074,0.51365,1.8279,68.698,14.2512,4.82695,0.207287,1.21023,6A,Unit 6
PAT1D_2mm_1341,282.1,5056.15,19476.1,1.306,0.0800246,0.0718121,0.305426,0.107294,0.601345,13.0848,0.152819,0.0937086,0.110443,0.418484,0.191619,0.677068,2.00208,67.5782,13.9039,4.86263,0.205781,1.22735,6A,Unit 6
PAT1D_2mm_1346,283.1,5066.09,20205.9,1.316,0.07155,0.0931711,0.346575,0.128586,0.647654,15.7975,0.12327,0.0369534,0.0697545,0.466603,0.163401,0.53341,1.81392,65.5776,13.4461,4.87756,0.205042,1.26613,6A,Unit 6
PAT1D_2mm_1351,284.1,5076.03,21021.4,1.304,0.0741822,0.0829348,0.288486,0.122422,0.610433,13.4283,0.137431,0.0182728,0.0914788,0.415662,0.101404,0.614838,1.90681,67.6826,13.8593,4.8839,0.204847,1.22678,6A,Unit 6
PAT1D_2mm_1356,285.1,5085.97,20732.1,1.246,0.0885616,0.0892312,0.413756,0.185708,0.90495,17.8606,0.106404,0.0121585,0.106967,0.537841,0.114118,0.586216,1.7167,63.487,13.0593,4.86125,0.205787,1.31121,6A,Unit 6
PAT1D_2mm_1361,286.1,5095.92,21951.4,1.312,0.069863,0.0769337,0.302675,0.133177,0.742767,12.9066,0.044043,0.00845749,0.219163,0.379004,0.132524,0.571963,1.98101,68.0001,13.8498,4.91044,0.203714,1.22207,6A,Unit 6
PAT1D_2mm_1366,287.1,5105.86,20058.4,1.314,0.0520584,0.0650317,0.348643,0.115493,0.676198,13.0276,0.0728779,0.0312723,0.146576,0.430926,0.133815,0.468875,1.75626,68.2836,13.754,4.96602,0.201394,1.2206,6A,Unit 6
PAT1D_2mm_1371,288.1,5115.8,22337.5,1.31,0.0503626,0.0791549,0.285942,0.147946,0.753251,13.213,0.115469,0.00474921,0.0963112,0.493083,0.197194,0.489337,1.80545,68.035,13.5835,5.00912,0.199707,1.22672,6A,Unit 6
PAT1D_2mm_1376,289.1,5125.74,23129.3,1.31,0.069194,0.072783,0.352775,0.113807,0.87517,12.7268,0.110281,0.00998519,0.215356,0.494111,0.126979,0.44172,1.691,68.4379,13.6492,5.01536,0.199424,1.21877,6A,Unit 6
PAT1D_2mm_1381,290.1,5135.78,23113.6,1.322,0.0708728,0.0679607,0.387532,0.11144,0.91218,11.7702,0.10346,0.0122399,0.0875504,0.445294,0.0455557,0.428525,1.60682,69.5739,13.7664,5.0599,0.197972,1.2,6A,Unit 6
PAT1D_2mm_1386,291.1,5146.67,22961.2,1.262,0.0770055,0.071621,0.293527,0.105769,0.770349,14.1732,0.0786123,0,0.0746872,0.50655,0.0852666,0.517828,1.73398,67.4321,13.4854,5.00176,0.200037,1.23593,6A,Unit 6
PAT1D_2mm_1391,292.1,5157.56,22893,1.34,0.0823346,0.0946406,0.342037,0.125626,0.760615,15.0677,0.142306,0.0178782,0.0681163,0.550006,0.112378,0.526297,1.81043,66.2052,13.2029,5.01582,0.199513,1.25968,6A,Unit 6
PAT1D_2mm_1396,293.1,5168.46,21912.8,1.34,0.0562189,0.0887017,0.294227,0.154545,0.777901,13.7882,0.101746,0.0439414,0.177305,0.226469,0.110081,0.340935,1.86375,67.7845,13.5414,5.00645,0.199802,1.23132,6A,Unit 6
PAT1D_2mm_1401,294.1,5179.35,21952.4,1.384,0.0781931,0.0875028,0.38468,0.134123,0.792989,13.9714,0.123014,0,0.194532,0.431255,0.0886714,0.491156,1.84946,67.2715,13.5648,4.95895,0.201692,1.23775,6A,Unit 6
PAT1D_2mm_1406,295.1,5190.24,18608.9,1.202,0.0741646,0.0363859,0.167256,0.0766873,0.348646,7.04101,0.0693229,0.0116461,0.0489602,0.364789,0.0398814,0.538021,1.98801,73.6377,14.8331,4.96527,0.201433,1.13187,6A,Unit 6
PAT1D_2mm_1411,296.1,5201.14,22020,1.342,0.07026,0.0830728,0.295708,0.119605,0.739724,12.638,0.12299,0.0175834,0.0081483,0.468801,0.117635,0.507163,1.83312,68.4954,13.729,4.99051,0.200422,1.21687,6A,Unit 6
PAT1D_2mm_1416,297.1,5212.03,20406.2,1.252,0.0744939,0.111938,0.340333,0.135506,0.732877,14.8558,0.133225,0.0122568,0.026387,0.523135,0.0834531,0.613665,1.87817,66.3934,13.3453,4.97607,0.201065,1.25552,6A,Unit 6
PAT1D_2mm_1421,298.1,5222.92,20853,1.362,0.103379,0.0705552,0.684,0.128026,0.708978,12.9255,0.0853901,0.00978828,0.0613595,0.422969,0.176032,0.543063,1.68593,67.8739,13.7151,4.94926,0.202124,1.22736,6A,Unit 6
PAT1D_2mm_1426,299.1,5233.82,21745.4,1.372,0.0663174,0.0677445,0.291814,0.120912,0.670966,12.0212,0.113926,0.0271098,0.0679156,0.425297,0.206047,0.470511,2.01347,68.91,13.8848,4.96282,0.201507,1.20805,6A,Unit 6
PAT1D_2mm_1431,300.1,5244.69,21045,1.362,0.0932379,0.0834198,0.439249,0.157588,0.777518,14.1517,0.142624,0,0.0160481,0.429193,0.153406,0.446442,1.90059,67.1166,13.5026,4.97059,0.201224,1.24078,6A,Unit 6
PAT1D_2mm_1436,301.1,5255.39,23266.9,1.354,0.0643178,0.0636114,0.312414,0.113121,0.888559,11.1071,0.0840087,0.00453602,0.134193,0.47101,0.133028,0.494172,1.98146,69.8814,13.6185,5.13176,0.194913,1.19781,6A,Unit 6
PAT1D_2mm_1441,302.1,5266.09,23205.6,1.298,0.0885934,0.0751686,0.31166,0.132436,0.845924,11.5445,0.111477,0.0119358,0.0914995,0.524746,0.216845,0.442415,1.94436,69.1662,13.73,5.03784,0.198506,1.20641,6A,Unit 6
PAT1D_2mm_1446,303.1,5276.79,22549.2,1.452,0.0669515,0.0970744,0.303724,0.137229,0.713411,16.1314,0.0851842,0.0383166,0.0844856,0.536704,0.111197,0.583376,1.65072,65.5337,13.2386,4.95013,0.202055,1.27032,6A,Unit 6
PAT1D_2mm_1451,304.1,5287.49,19087.1,1.268,0.0658694,0.0714515,0.362061,0.148618,0.683178,15.4905,0.171231,0.0349866,0.164628,0.514245,0.152206,0.711043,1.79333,65.5506,13.4008,4.89234,0.204496,1.26806,6A,Unit 6
PAT1D_2mm_1456,305.1,5298.18,21645,1.334,0.0975111,0.114778,0.381519,0.181656,0.896423,17.9399,0.166576,0.0133553,0.100256,0.532772,0.0781598,0.543458,1.70016,63.5721,12.8979,4.93174,0.202859,1.30796,6A,Unit 6
PAT1D_2mm_1461,306.1,5308.88,21857.1,1.26,0.076394,0.116551,0.366919,0.193133,0.885344,19.4115,0.111126,0.00498347,0.138115,0.397484,0.122733,0.434817,1.74387,62.5829,12.805,4.88984,0.204613,1.32658,6A,Unit 6
PAT1D_2mm_1466,307.1,5319.58,21743.7,1.3,0.0866294,0.0912937,0.402292,0.155297,0.909461,17.5141,0.197238,0,0.0572779,0.471344,0.152939,0.544207,1.59801,64.162,12.9188,4.96774,0.201359,1.29781,6A,Unit 6
PAT1D_2mm_1471,308.1,5330.28,20673.2,1.254,0.0875823,0.0893,0.483799,0.111163,0.839398,16.9619,0.110893,0.0440189,0.140099,0.458826,0.158078,0.595297,1.68595,64.2483,13.3183,4.82623,0.207286,1.28937,6A,Unit 6
PAT1D_2mm_1476,309.1,5340.98,21950.1,1.292,0.0919114,0.085212,0.528816,0.14919,1.06481,15.7971,0.152856,0.0253511,0.0757309,0.508944,0.103657,0.673465,1.67846,65.1636,13.3684,4.87746,0.205175,1.27378,6A,Unit 6
PAT1D_2mm_1481,310.1,5351.63,21949.9,1.32,0.113205,0.121879,0.895436,0.181824,1.14789,17.3391,0.141996,0.00597285,0.0724398,0.502522,0.197711,0.747293,1.67491,63.24,12.9019,4.9022,0.204037,1.31353,6A,Unit 6
PAT1D_2mm_1486,311.1,5361.89,21800.9,1.322,0.0909657,0.0974586,0.653213,0.172775,1.09338,18.7696,0.089874,0.0147737,0.0807466,0.431101,0.160004,0.642036,1.61413,62.3365,13.0068,4.79446,0.208656,1.32737,6A,Unit 6
PAT1D_2mm_1491,312.1,5372.14,22515.9,1.322,0.0804449,0.103989,0.437711,0.162503,1.16245,18.8994,0.186024,0,0.190105,0.511078,0.126259,0.634793,1.60042,62.6137,12.7162,4.92458,0.203086,1.32785,6A,Unit 6
PAT1D_2mm_1496,313.1,5382.39,21648.1,1.262,0.0848392,0.114254,0.407713,0.155086,1.17887,17.9448,0.0651021,0.0408835,0.07114,0.429225,0.127855,0.693384,1.75821,63.1078,13.1781,4.79029,0.208834,1.31106,6A,Unit 6
PAT1D_2mm_1501,314.1,5392.64,21021.9,1.42,0.0567397,0.104794,0.427976,0.163296,1.32968,18.1367,0.0850568,0.0380849,0.18341,0.424259,0.140417,0.690052,1.84034,62.6958,12.9404,4.84666,0.206401,1.32263,6A,Unit 6
PAT1D_2mm_1506,315.1,5402.89,22339.7,1.266,0.0695877,0.109778,0.39286,0.139317,1.26347,20.765,0.125563,0.0145628,0.0792327,0.459641,0.191109,0.704345,1.59465,60.8801,12.5922,4.83506,0.206963,1.36214,6A,Unit 6
PAT1D_2mm_1511,316.1,5413.14,20924.1,1.358,0.0935921,0.121717,0.667632,0.181706,1.23598,23.3174,0.137497,0.0131182,0.147657,0.458212,0.15774,0.774964,1.6082,57.8903,12.5034,4.63017,0.215996,1.42073,6A,Unit 6
PAT1D_2mm_1516,317.1,5423.4,21896.7,1.358,0.0998922,0.139179,0.806393,0.190509,1.38325,21.8222,0.153295,0.0182928,0.126563,0.432178,0.243921,0.959067,1.66267,58.8996,12.4211,4.74177,0.21097,1.40311,6A,Unit 6
PAT1D_2mm_1521,318.1,5433.65,20137.7,1.236,0.0961131,0.151379,0.733013,0.215782,1.54044,22.2207,0.0789664,0.0252336,0.175507,0.546721,0.225848,0.863239,1.62796,58.3428,12.4463,4.68944,0.21335,1.41464,6A,Unit 6
PAT1D_2mm_1526,319.1,5443.9,20549.6,1.258,0.0724942,0.102567,0.437694,0.132778,1.34059,18.8007,0.145153,0,0.161298,0.471189,0.12955,0.880806,1.76506,61.9289,12.8845,4.80983,0.208031,1.33781,6A,Unit 6
PAT1D_2mm_1531,320.1,5457.25,21332.9,1.33,0.0906511,0.0883986,0.665204,0.160143,1.22124,21.2494,0.214958,0.0177389,0.105079,0.44613,0.119985,0.837239,1.53975,60.0522,12.4897,4.80974,0.208055,1.37985,6A,Unit 6
PAT1D_2mm_1536,321.1,5498.47,19986,1.28,0.113257,0.0946706,0.847524,0.145644,1.24217,21.1988,0.112887,0.0189175,0.0909444,0.477197,0.179846,0.899109,1.72678,59.4761,12.6694,4.69493,0.213009,1.38857,6A,Unit 6
PAT1D_2mm_1541,322.1,5539.69,18494.1,1.244,0.0844824,0.0650287,0.382937,0.157261,0.88512,19.6968,0.16789,0.0189676,0.247374,0.472031,0.183054,0.891234,1.70551,61.1286,13.3599,4.5734,0.218779,1.35959,6A,Unit 6
PAT1D_2mm_1546,323.1,5580.91,14395.1,1.184,0.05152,0.0305024,0.166887,0.0765604,0.59327,13.5946,0.136527,0.0443508,0.195759,0.464545,0.309296,1.01632,1.98264,65.9378,14.7643,4.46131,0.224316,1.24707,6A,Unit 6
PAT1D_2mm_1551,324.1,5622.13,17583.7,1.272,0.0676791,0.0778654,0.288411,0.137902,1.2172,25.8084,0.115198,0.0217647,0.0422653,0.440647,0.174194,0.763414,1.48461,55.9387,12.629,4.4565,0.224688,1.50258,6A,Unit 6
PAT1D_2mm_1556,325.1,5663.35,20452.5,1.37,0.0737422,0.106458,0.506742,0.185404,1.70579,37.5695,0.102493,0.00773474,0.0543519,0.469402,0.205885,0.782409,1.3571,45.9636,10.3144,4.45673,0.224574,1.78168,5C,Unit 5C
PAT1D_2mm_1561,326.1,5704.57,19448.6,1.348,0.0500296,0.105581,0.511379,0.176437,1.63798,37.2169,0.109316,0.0099477,0.136268,0.448672,0.138429,0.804444,1.19676,46.3801,10.5302,4.41382,0.22683,1.76591,5C,Unit 5C
PAT1D_2mm_1566,327.1,5745.79,18834.6,1.314,0.042696,0.0922483,0.506573,0.167,5.38071,35.2688,0.106034,0.0463791,0.119535,0.452535,0.100169,0.751842,1.22849,44.863,10.3381,4.32665,0.231921,1.83273,5C,Unit 5C
PAT1D_2mm_1571,328.1,5787.01,18149.7,1.316,0.0602716,0.146799,0.565423,0.224617,5.42652,51.0932,0.152448,0.0541727,0.08426,0.310815,0.23936,1.10381,0.907819,31.0563,8.05221,3.85538,0.259518,2.57046,5C,Unit 5C
PAT1D_2mm_1576,329.1,5828.23,16949,1.356,0.0671139,0.123215,0.397565,0.201131,1.49988,35.7331,0.153102,0.00363594,0.210979,0.340487,0.326183,1.73553,1.39471,45.5302,11.6951,3.88106,0.257829,1.83633,5C,Unit 5C
PAT1D_2mm_1581,330.1,5868.68,17605.4,1.312,0.0600073,0.196914,0.582862,0.268751,1.52921,40.1901,0.158908,0.0250985,0.138219,0.445178,0.294827,1.51785,1.35054,42.1119,10.4123,4.0457,0.247295,1.9082,5C,Unit 5C
PAT1D_2mm_1586,331.1,5902.15,17361.9,1.202,0.0675422,0.197458,0.586773,0.293464,1.3116,35.7271,0.173963,0.0286509,0.122111,0.405734,0.334524,1.43669,1.44057,46.1258,11.25,4.09986,0.243921,1.7437,5C,Unit 5C
PAT1D_2mm_1591,332.1,5935.62,14839.6,1.196,0.0773751,0.121292,0.419674,0.196323,0.839324,25.964,0.185505,0.0769898,0.230823,0.431966,0.288132,1.37205,1.7539,54.0308,13.3469,4.06442,0.246281,1.50609,5C,Unit 5C
PAT1D_2mm_1596,333.1,5969.08,15209.7,1.24,0.0687428,0.118932,0.417976,0.17041,0.879597,30.3039,0.159448,0.0305842,0.270191,0.424537,0.317706,1.292,1.59615,51.0305,12.3204,4.1567,0.240751,1.62977,5C,Unit 5C
