C:\Data\BAS_sjro\Oct_2017\LP1C    22/11/2017  re-evaluated data (mislabelled as 1B when run)																																																					
peakarea																																																					
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000402.spe	231.5	6.4	1	0.018354	-0.020997	0.007333	0.109368	13807	1.18	0	23	83	0	30	0	111	109	1345	444	29	27	237	13753	124	104	62	8	8	85	130	125	2047	0	842	0	0	0	16	89	202	27	53	72	0	18	149	0	64	40	7	0	20021	4367
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000403.spe	232	6.41	1	0.018353	-0.020997	0.00732	0.109368	13716	1.27	0	0	85	0	19	0	129	134	1324	393	17	27	294	13198	107	111	139	0	0	11	145	181	1887	0	1148	0	0	0	43	102	263	37	80	0	25	67	51	0	0	55	0	1.22954E+15	20218	4546
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000404.spe	232.5	6.41	1	0.018353	-0.020997	0.007347	0.109368	13746	1.27	0	18	71	0	27	8	138	164	1330	431	0	37	257	13153	144	63	88	18	0	52	90	183	1899	0	874	0	0	0	46	119	248	65	30	37	17	108	19	0	85	39	15	7.51547E+14	20273	4606
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000405.spe	233	6.4	1	0.018351	-0.020997	0.007306	0.109368	13879	1.24	26	26	75	7	24	0	114	151	1387	488	0	16	250	12946	161	110	62	38	0	59	119	192	2000	0	769	0	0	0	46	151	158	39	15	83	13	106	0	0	76	0	17	0	20346	4291
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000406.spe	233.5	6.4	1	0.018352	-0.020997	0.007272	0.109368	13729	1.25	26	39	81	4	33	7	135	184	1530	538	18	15	233	14245	45	137	142	18	0	0	198	81	1711	0	658	0	18	0	32	130	283	45	71	0	0	60	22	68	0	96	16	6.94263E+14	19932	4469
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000407.spe	234	6.4	1	0.018355	-0.020997	0.00722	0.109368	13469	1.13	0	52	111	0	23	12	146	207	1323	511	0	20	293	14431	100	108	21	7	39	48	177	212	1925	55	922	0	0	0	33	130	191	0	45	53	0	24	75	0	59	52	14	0	19481	4354
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000408.spe	234.5	6.4	1	0.018353	-0.020997	0.007212	0.109368	13458	1.2	0	0	87	11	15	0	125	188	1352	482	19	30	306	14792	0	86	46	9	48	24	0	156	1969	83	813	0	0	0	28	121	276	25	0	0	0	36	110	59	9	126	0	0	19220	4497
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000409.spe	235	6.4	1	0.018355	-0.020997	0.007184	0.109368	13847	1.26	6	0	116	0	11	14	132	207	1367	487	22	46	353	16502	171	100	91	38	0	108	217	163	2059	0	709	0	5	0	40	99	239	51	61	50	0	97	72	57	44	51	0	1.22165E+15	19256	4470
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000410.spe	235.5	6.39	1	0.018355	-0.020997	0.007251	0.109368	14015	1.26	0	35	85	0	21	0	131	140	1383	550	28	0	291	15725	0	112	53	14	9	44	98	150	2038	0	887	0	0	0	0	127	189	0	0	0	0	38	56	37	63	116	13	1.35174E+15	19865	4412
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000411.spe	236	6.39	1	0.018358	-0.020997	0.007319	0.109368	14224	1.14	17	43	100	31	37	9	126	153	1280	372	22	33	235	15043	74	156	65	22	0	42	103	124	2069	14	771	0	0	0	38	153	202	0	15	58	0	119	39	0	33	100	0	0	20312	4543
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000412.spe	236.5	6.39	1	0.018357	-0.020997	0.007308	0.109368	14498	1.19	29	13	80	13	24	0	133	164	1345	432	6	23	268	14980	46	122	51	0	0	30	218	58	1918	110	873	0	5	0	33	129	241	0	0	0	0	68	49	0	0	127	0	3.08951E+15	21283	4512
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000413.spe	237	6.39	1	0.018357	-0.020997	0.007319	0.109368	14601	1.22	0	0	45	25	24	0	120	146	1424	463	29	6	261	14026	87	109	50	0	29	42	172	188	1665	0	777	0	0	0	17	187	237	41	39	60	0	76	90	0	44	58	0	0	21297	4659
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000414.spe	237.5	6.39	1	0.018356	-0.020997	0.007341	0.109368	14725	1.3	18	7	80	0	15	0	100	111	1408	359	17	27	250	14399	0	160	114	27	0	43	173	104	1840	0	776	0	0	0	9	115	257	89	29	46	0	77	86	0	50	149	0	2.58896E+13	21684	4497
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000415.spe	238	6.39	1	0.018354	-0.020997	0.007304	0.109368	14605	1.23	15	17	53	5	24	0	121	120	1442	332	27	9	304	13886	137	168	125	0	0	11	78	183	1800	21	742	7	8	0	55	136	252	0	37	0	0	31	25	0	58	47	24	0	21300	4552
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000416.spe	238.5	6.39	1	0.018354	-0.020997	0.007286	0.109368	14409	1.24	19	43	56	0	35	19	141	111	1544	297	11	22	297	13662	108	156	99	9	21	82	102	126	1722	10	766	0	0	0	33	97	230	24	43	20	0	72	22	42	31	61	13	0	21019	4464
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000417.spe	239	6.4	1	0.018357	-0.020997	0.007218	0.109368	14225	1.14	0	12	66	12	13	0	132	139	1454	406	0	29	228	14953	198	109	85	0	0	0	162	109	1725	0	814	0	15	0	33	129	247	19	52	22	0	116	75	32	0	33	11	0	20161	4265
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000418.spe	239.5	6.4	1	0.018356	-0.020997	0.007234	0.109368	13961	1.18	18	30	59	18	17	0	156	133	1482	349	0	21	263	14028	134	148	81	36	0	48	140	94	1675	0	771	0	0	0	45	144	281	26	31	0	0	66	96	69	66	11	5	0	20111	4182
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000419.spe	240	6.41	1	0.018357	-0.020997	0.007234	0.109368	13702	1.21	0	16	87	10	27	21	129	108	1494	401	4	12	240	13803	104	120	66	0	0	85	140	140	1525	0	792	0	0	0	9	160	261	0	0	0	30	93	0	0	105	73	13	7.35107E+14	19529	4169
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000420.spe	240.5	6.41	1	0.018356	-0.020997	0.007226	0.109368	13202	1.26	0	0	52	5	33	0	118	126	1557	441	48	20	255	13390	100	88	74	0	94	41	105	134	1812	0	652	0	17	0	26	82	209	51	68	63	0	30	128	69	38	41	0	6.6912E+14	18320	4032
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000421.spe	241	6.42	1	0.018358	-0.020997	0.007158	0.109368	13123	1.49	0	0	69	0	22	0	126	156	1462	430	42	22	287	13960	41	166	0	0	0	68	61	184	1726	0	777	0	0	0	37	138	236	19	51	0	9	166	95	111	0	120	0	0	18298	3768
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000422.spe	241.5	6.42	1	0.018361	-0.020997	0.007138	0.109368	12612	1.3	9	47	85	0	32	0	133	163	1528	538	0	37	293	13819	15	120	31	12	0	0	91	111	1769	0	751	0	0	0	17	115	247	26	29	0	0	105	51	51	58	83	7	1.01704E+15	17204	3898
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000423.spe	242	6.43	1	0.018359	-0.020997	0.007284	0.109368	12569	1.24	0	36	93	13	23	0	92	168	1293	502	0	30	300	14258	72	132	26	27	0	71	120	190	1892	0	815	0	0	0	53	151	225	34	90	78	9	69	5	59	64	87	0	0	17176	3889
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000424.spe	242.5	6.43	1	0.018359	-0.020997	0.007284	0.109368	12688	1.24	40	48	106	12	20	10	107	186	1356	594	0	39	396	15019	0	99	18	0	0	56	146	125	1912	5	617	0	0	0	37	79	163	44	38	98	0	51	87	0	0	131	14	0	17098	4092
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000425.spe	243	6.44	1	0.01836	-0.020997	0.007271	0.109368	12826	1.3	18	17	84	23	22	0	104	173	1315	529	0	37	421	15267	0	90	49	0	0	0	153	180	1877	0	873	0	0	0	63	118	180	32	63	78	0	134	127	115	0	145	0	0	17150	4164
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000426.spe	243.5	6.45	1	0.018359	-0.020997	0.007243	0.109368	12899	1.31	7	11	106	0	33	0	110	212	1408	596	36	37	415	15355	83	135	34	0	0	0	80	160	1888	24	754	0	0	12	45	115	241	16	0	30	0	0	0	45	54	90	8	0	17172	4184
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000427.spe	244	6.46	1	0.018356	-0.020997	0.007215	0.109368	12721	1.24	0	20	54	0	34	0	98	183	1395	632	17	32	306	14748	0	112	0	0	0	85	117	37	1647	31	794	0	0	0	36	139	239	0	10	16	0	15	29	0	45	134	0	8.55439E+13	17192	4324
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000428.spe	244.5	6.47	1	0.018356	-0.020997	0.007284	0.109368	13121	1.23	20	21	89	0	28	0	98	234	1415	649	14	23	338	15760	0	166	88	0	0	42	142	58	2037	56	897	0	0	0	10	91	205	84	99	56	46	67	24	44	73	145	0	1.61884E+14	17624	4290
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000429.spe	245	6.49	1	0.018358	-0.020997	0.007275	0.109368	13446	1.35	36	44	121	0	36	0	108	225	1367	712	12	44	463	16028	0	128	51	0	0	77	88	68	2100	46	1045	0	0	0	54	95	252	0	89	16	0	82	73	85	0	189	0	0	18331	4414
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000430.spe	245.5	6.5	1	0.01836	-0.020997	0.007309	0.109368	13858	1.27	16	0	88	0	21	0	87	244	1554	581	0	28	353	15950	47	141	19	63	100	35	129	111	2135	0	744	0	0	0	53	162	271	0	40	0	0	0	62	87	0	106	0	2.16404E+14	19178	4447
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000431.spe	246	6.51	1	0.018359	-0.020997	0.00734	0.109368	14613	1.32	22	25	98	4	13	10	94	201	1607	686	31	9	408	17351	0	135	31	58	0	0	114	87	2062	0	993	0	0	0	26	175	240	28	84	0	0	70	47	0	16	231	17	0	20477	4566
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000432.spe	246.5	6.52	1	0.018357	-0.020997	0.007361	0.109368	15359	1.24	0	24	88	13	19	5	107	244	1742	675	58	24	411	19291	111	155	50	0	39	13	39	87	2052	0	904	0	0	0	42	143	228	5	18	0	14	43	0	0	152	119	0	2.54564E+14	21791	4699
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000433.spe	247	6.53	1	0.018358	-0.020997	0.007361	0.109368	15769	1.35	15	18	105	0	41	12	90	252	1835	732	39	31	512	20639	92	186	38	26	0	46	145	150	2107	0	1208	0	0	0	43	158	321	42	47	0	0	105	0	21	70	156	7	0	21915	4812
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000434.spe	247.5	6.54	1	0.018357	-0.020997	0.007377	0.109368	15961	1.43	36	34	121	6	18	0	113	289	1816	696	16	42	431	20754	49	134	69	66	0	38	0	167	2136	0	1203	0	0	0	67	177	301	61	16	0	0	23	65	41	59	153	22	0	22108	4938
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000435.spe	248	6.55	1	0.018353	-0.020997	0.007343	0.109368	16018	1.25	0	20	110	8	21	8	89	262	1670	783	10	32	465	19431	84	126	71	31	26	77	0	105	1991	0	1001	0	0	0	79	126	323	33	14	0	0	69	0	0	0	129	0	0	22875	4876
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000436.spe	248.5	6.56	1	0.018352	-0.020997	0.007309	0.109368	15988	1.21	38	56	120	5	35	7	133	282	1701	708	0	64	427	18357	116	154	67	80	12	48	129	161	2103	0	996	0	0	0	58	126	252	39	0	45	54	0	70	0	119	116	22	0	23059	4758
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000437.spe	249	6.56	1	0.01835	-0.020997	0.007333	0.109368	16251	1.31	13	9	93	0	20	0	97	237	1587	774	21	25	434	18243	160	187	41	85	0	0	0	87	1861	0	1228	0	8	0	22	144	276	0	73	0	0	12	0	61	41	139	6	0	23873	5033
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000438.spe	249.5	6.56	1	0.018352	-0.020997	0.007379	0.109368	16469	1.37	15	36	87	5	33	0	115	187	1593	576	26	7	368	18601	230	125	96	0	0	28	248	142	1867	0	874	0	0	0	78	113	344	18	83	0	0	71	0	0	143	35	10	1.33174E+15	24230	4992
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000439.spe	250	6.56	1	0.018355	-0.020997	0.007431	0.109368	16444	1.31	6	0	61	14	20	0	99	205	1519	645	7	47	307	17889	136	115	36	0	0	59	104	97	1811	0	848	0	4	0	62	170	275	21	17	46	0	103	40	0	68	68	0	1.06844E+15	24357	4866
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000440.spe	250.5	6.56	1	0.018357	-0.020997	0.0073	0.109368	16478	1.23	15	42	64	13	39	0	98	185	1709	548	44	26	344	16651	131	164	107	0	64	30	125	112	1950	0	997	0	0	0	62	176	271	0	0	23	0	6	0	0	58	67	13	4.5849E+13	24605	5001
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000441.spe	251	6.56	1	0.018355	-0.020997	0.007311	0.109368	16812	1.33	0	19	41	0	18	0	123	186	1683	449	35	29	251	15732	107	144	184	16	29	45	108	131	1846	0	886	0	0	0	34	128	370	14	50	0	26	30	0	0	37	81	21	0	25288	4885
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000442.spe	251.5	6.56	1	0.018352	-0.020997	0.007342	0.109368	16674	1.15	18	5	69	0	24	18	118	140	1784	419	23	17	262	13207	130	167	206	32	0	41	149	45	1974	4	723	0	0	0	54	145	303	58	83	54	0	9	23	0	101	82	39	0	25846	5065
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000443.spe	252	6.56	1	0.018351	-0.020997	0.007355	0.109368	16973	1.26	30	29	69	18	44	10	126	135	1643	412	20	46	249	14947	154	137	88	0	0	107	224	182	1899	55	964	0	0	0	39	172	341	0	21	0	0	63	122	118	0	96	12	0	26057	5170
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000444.spe	252.5	6.56	1	0.01835	-0.020997	0.007367	0.109368	16861	1.41	0	0	91	10	43	0	129	125	1543	450	0	19	260	13476	207	153	129	0	0	6	116	78	1773	0	895	8	0	0	50	92	193	17	74	71	0	123	0	0	101	0	0	0	26167	4875
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000445.spe	253	6.57	1	0.018355	-0.020997	0.007415	0.109368	16920	1.15	18	38	55	0	51	0	115	131	1635	411	10	26	221	13931	98	107	113	0	0	75	263	158	1725	0	735	0	0	0	48	114	246	75	93	59	0	151	20	0	60	105	17	0	26008	5069
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000446.spe	253.5	6.57	1	0.018354	-0.020997	0.007427	0.109368	17050	1.24	0	7	65	20	28	4	109	114	1646	434	9	13	218	12999	199	163	123	0	0	37	157	89	1821	0	852	0	0	0	19	193	206	17	40	69	59	51	91	40	99	0	0	0	26300	5079
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000447.spe	254	6.57	1	0.018352	-0.020997	0.007384	0.109368	16966	1.2	0	7	53	18	40	0	131	91	1585	354	27	50	234	12322	174	125	125	0	75	13	134	180	1881	0	1021	0	0	0	46	187	287	22	86	0	40	81	15	44	47	57	9	1.1162E+15	26799	5307
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000448.spe	254.5	6.58	1	0.01835	-0.020997	0.007351	0.109368	17215	1.15	0	0	42	12	41	0	96	123	1701	364	7	16	191	12573	64	176	132	24	93	21	239	118	2014	35	756	13	0	0	29	140	223	0	90	65	0	20	0	0	221	134	0	0	26864	5295
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000449.spe	255	6.58	1	0.018348	-0.020997	0.007339	0.109368	17528	1.52	0	12	48	10	25	0	116	78	1853	341	16	0	158	12076	170	124	132	0	0	21	179	68	2020	96	896	0	0	0	14	173	289	0	31	0	0	42	54	12	16	25	0	0	27185	5266
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000450.spe	255.5	6.58	1	0.018354	-0.020997	0.007266	0.109368	17177	1.18	19	17	46	0	49	0	101	93	1795	324	27	40	196	10902	90	165	96	16	0	36	150	113	1848	0	751	4	0	0	20	229	269	16	10	0	0	114	80	90	0	84	15	0	27240	5231
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000451.spe	256	6.58	1	0.018353	-0.020997	0.007266	0.109368	16851	1.2	7	29	46	0	40	6	153	105	1509	320	6	44	209	10248	67	173	110	0	0	39	205	0	1825	0	829	0	12	0	13	175	238	0	51	35	0	89	69	7	0	60	10	1.23681E+15	27255	5046
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000452.spe	256.5	6.58	1	0.018354	-0.020997	0.007234	0.109368	17005	1.24	25	33	68	10	33	17	119	70	1432	286	13	9	143	12025	113	159	87	0	0	0	248	25	1752	108	847	0	0	0	17	152	254	11	80	27	0	157	45	0	0	72	20	0	27364	5094
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000453.spe	257	6.58	1	0.018355	-0.020997	0.007219	0.109368	17046	1.21	0	9	44	0	25	0	93	68	1453	284	17	0	141	11042	13	155	181	0	0	102	196	44	1691	79	719	0	0	0	15	143	240	14	108	67	42	158	166	0	0	77	0	2.16641E+15	27146	4946
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000454.spe	257.5	6.57	1	0.018354	-0.020997	0.007207	0.109368	17227	1.33	8	30	34	34	49	0	130	98	1515	255	0	14	153	10935	148	194	151	19	70	80	209	49	1883	0	731	0	0	0	45	205	232	6	0	41	0	6	139	23	0	45	0	0	27639	5190
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000455.spe	258	6.57	1	0.018351	-0.020997	0.007175	0.109368	17310	1.18	0	0	40	0	48	0	113	86	1704	334	41	4	168	10715	201	170	152	0	56	15	122	56	1856	0	807	0	0	0	23	196	256	0	68	13	0	20	0	0	65	0	6	0	27402	5080
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000456.spe	258.5	6.57	1	0.01835	-0.020997	0.007194	0.109368	17123	1.24	0	21	21	15	14	14	119	145	1653	323	0	0	195	10603	105	87	57	0	88	218	188	74	1716	0	662	0	0	0	33	241	243	46	31	28	42	43	17	36	203	37	19	2.19003E+15	27194	5009
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000457.spe	259	6.57	1	0.018351	-0.020997	0.007228	0.109368	17274	1.26	0	13	31	25	39	0	123	130	1621	299	27	36	166	10948	97	132	154	5	9	0	224	135	1793	0	737	0	0	0	68	132	248	0	90	54	0	96	0	0	0	74	0	0	27375	5172
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000458.spe	259.5	6.58	1	0.018349	-0.020997	0.007239	0.109368	17582	1.38	11	0	28	0	40	0	92	131	1584	345	17	16	260	10990	120	153	149	11	0	57	257	131	1753	0	791	0	8	0	37	145	237	0	48	5	0	116	0	9	42	76	11	0	27298	5180
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000459.spe	260	6.58	1	0.018353	-0.020997	0.007309	0.109368	17270	1.28	9	18	66	5	63	8	125	113	1663	392	0	54	214	10603	75	116	63	0	44	91	179	201	1833	79	929	0	0	0	38	227	171	0	0	44	0	55	0	119	153	68	0	0	28131	5142
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000460.spe	260.5	6.58	1	0.018354	-0.020997	0.007345	0.109368	17000	1.26	19	32	66	18	39	15	108	76	1314	267	36	30	231	9851	185	145	102	23	0	127	175	158	2026	0	934	0	0	0	0	230	288	23	4	0	0	34	155	0	0	17	0	0	27567	5226
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000461.spe	261	6.58	1	0.018354	-0.020997	0.007401	0.109368	17165	1.26	21	16	42	0	62	5	152	101	1473	369	20	36	244	11185	18	165	113	0	0	0	147	16	2037	0	857	8	0	0	32	164	259	0	65	16	0	56	47	36	0	138	32	1.32974E+15	27425	5041
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000462.spe	261.5	6.58	1	0.018355	-0.020997	0.007447	0.109368	17342	1.23	0	28	41	0	56	26	132	127	1725	329	7	36	205	12005	97	180	118	0	0	0	235	59	1776	0	896	0	0	0	42	194	257	0	26	10	0	162	62	42	78	46	5	0	27379	5166
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000463.spe	262	6.58	1	0.018355	-0.020997	0.00746	0.109368	17157	1.27	12	33	36	0	40	0	109	102	1465	344	9	20	233	13313	25	164	150	56	4	75	56	19	1814	0	800	0	9	0	23	202	278	21	129	35	25	10	84	82	0	140	19	0	27198	5052
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000464.spe	262.5	6.58	1	0.018351	-0.020997	0.00741	0.109368	16613	1.13	0	37	45	0	64	0	122	72	1458	374	19	15	139	10210	0	143	65	0	65	80	190	110	1725	0	772	0	0	0	5	197	281	12	60	36	0	15	0	0	68	124	0	2.45999E+15	26876	5027
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000465.spe	263	6.57	1	0.018354	-0.020997	0.007384	0.109368	16688	1.28	0	6	37	16	45	0	122	65	1359	327	0	34	164	9772	110	134	115	0	30	47	169	64	1858	0	774	0	0	0	29	157	227	0	46	65	0	66	82	0	0	86	0	2.93011E+13	26958	5200
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000466.spe	263.5	6.57	1	0.018357	-0.020997	0.007322	0.109368	16846	1.18	0	23	27	0	47	0	136	92	1471	316	13	22	123	10570	95	144	137	0	0	83	222	191	1825	72	825	0	0	0	28	170	239	13	29	0	0	136	88	0	0	79	30	0	26845	4927
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000467.spe	264	6.58	1	0.018356	-0.020997	0.007331	0.109368	16693	1.23	17	21	33	16	34	5	151	74	1460	300	20	22	151	9946	113	158	90	6	160	42	222	15	1745	0	882	0	0	0	7	164	220	13	6	0	0	0	51	0	73	55	5	0	26718	4925
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000468.spe	264.5	6.58	1	0.018357	-0.020997	0.007331	0.109368	16634	1.26	8	21	30	26	65	0	120	89	1346	299	26	50	156	10586	70	204	126	0	123	67	234	162	1568	57	981	0	0	0	22	183	271	0	42	0	0	0	51	33	26	98	10	1.96161E+15	26261	4832
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000469.spe	265	6.57	1	0.018359	-0.020997	0.007369	0.109368	16780	1.23	24	34	34	14	44	0	123	67	1375	257	8	9	163	9910	96	157	83	0	62	70	179	55	1645	0	831	0	0	0	8	187	291	0	0	0	0	0	29	0	29	31	33	1.11061E+15	27025	5097
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000470.spe	265.5	6.57	1	0.018358	-0.020997	0.007393	0.109368	16741	1.26	18	25	46	0	48	6	135	66	1366	280	13	7	145	9871	132	134	90	0	14	0	252	0	1612	67	969	0	8	0	9	168	261	0	38	74	0	95	6	0	0	62	21	0	26866	4999
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000471.spe	266	6.58	1	0.018355	-0.020997	0.007413	0.109368	16577	1.13	0	0	17	0	44	0	106	58	1432	229	21	18	137	9857	63	102	119	0	0	99	187	49	1731	0	822	0	0	0	9	163	294	0	47	21	33	173	8	8	60	52	4	0	26479	4932
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000472.spe	266.5	6.58	1	0.018356	-0.020997	0.007392	0.109368	16694	1.16	61	39	51	21	46	11	113	74	1415	221	5	10	209	9989	148	147	102	0	107	36	95	112	1622	0	828	0	0	0	10	165	321	0	75	39	0	13	25	25	96	66	21	0	26999	4931
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000473.spe	267	6.58	1	0.018354	-0.020997	0.007403	0.109368	16844	1.26	0	34	42	32	26	7	112	66	1458	292	26	7	287	10726	75	167	112	0	64	88	263	0	1652	0	664	0	6	0	10	209	270	0	0	52	0	35	34	78	16	63	0	0	27231	4893
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000474.spe	267.5	6.58	1	0.018355	-0.020997	0.007428	0.109368	16990	1.33	19	21	34	33	32	14	127	80	1536	275	0	52	302	11013	73	199	81	0	0	106	198	40	1838	0	800	0	0	0	53	192	231	0	64	0	0	178	158	103	0	87	14	0	27131	5031
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000475.spe	268	6.59	1	0.018357	-0.020997	0.007484	0.109368	16841	1.31	7	35	53	10	41	12	99	88	1611	307	0	45	130	10852	106	143	109	0	111	0	189	157	1547	0	703	0	0	0	11	117	236	0	121	43	27	0	118	22	10	36	9	1.6659E+15	27555	5004
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000476.spe	268.5	6.59	1	0.01836	-0.020997	0.007484	0.109368	17034	1.17	24	14	29	8	36	9	132	107	1438	309	33	7	201	11813	127	175	158	0	56	0	105	39	1720	0	935	0	0	0	4	110	240	10	65	21	0	0	57	0	13	35	12	0	27679	5227
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000477.spe	269	6.59	1	0.018359	-0.020997	0.007508	0.109368	17364	1.25	8	26	40	19	34	0	106	156	1587	360	0	30	244	11769	106	183	88	0	0	0	257	64	1933	0	691	0	0	0	0	150	241	68	97	99	0	93	12	0	0	72	8	0	28297	5351
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000478.spe	269.5	6.6	1	0.018359	-0.020997	0.007491	0.109368	17793	1.25	0	12	48	7	46	0	120	100	1514	279	31	4	242	12435	33	155	72	32	0	15	153	39	1863	0	853	0	0	0	13	235	218	0	0	0	0	20	19	0	0	97	0	1.14167E+15	29319	5077
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000479.spe	270	6.6	1	0.01836	-0.020997	0.0075	0.109368	18188	1.32	0	14	39	17	41	0	108	151	1716	322	19	25	201	13699	0	154	80	0	43	48	220	144	2013	43	872	0	0	0	37	172	299	0	14	0	0	77	0	62	105	86	5	0	29384	5458
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000480.spe	270.5	6.6	1	0.018362	-0.020997	0.007497	0.109368	18213	1.27	0	0	12	0	23	0	112	135	1604	343	12	32	239	13133	63	176	95	0	0	95	169	129	1749	0	775	0	0	0	14	204	323	10	20	0	0	49	101	63	66	77	0	0	29144	5374
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000481.spe	271	6.61	1	0.018363	-0.020997	0.007523	0.109368	18380	1.26	0	0	31	5	56	0	126	89	1537	312	28	16	169	11185	0	153	137	0	0	148	224	203	1668	0	925	0	0	0	10	192	251	0	46	0	0	120	32	0	0	137	0	6.37659E+14	29832	5471
