C:\Data\BAS_sjro\Oct_2017\LP1C    22/11/2017  re-evaluated data (mislabelled as 1B when run)																																																					
peakarea																																																					
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000079.spe	70	6.69	1	0.018358	-0.020997	0.007332	0.109368	15503	1.31	0	14	82	11	39	8	127	99	1551	257	5	5	261	11272	35	95	79	0	0	24	176	8	1521	0	710	0	0	0	0	127	189	21	76	94	9	167	93	45	0	92	7	1.18093E+14	24744	4749
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000080.spe	70.5	6.69	1	0.018362	-0.020997	0.007299	0.109368	15441	1.17	0	15	76	38	12	0	157	86	1417	196	29	0	315	10421	0	127	38	18	0	70	200	41	1740	0	692	0	0	0	0	159	196	0	33	36	9	80	26	0	24	86	0	1.04416E+15	24894	4497
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000081.spe	71	6.69	1	0.018361	-0.020997	0.007276	0.109368	15517	1.2	16	37	84	15	17	16	116	112	1413	214	24	17	250	10856	34	142	80	84	0	14	137	0	1784	0	686	0	0	0	8	129	180	12	42	18	28	134	121	84	0	80	0	0	25252	4611
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000082.spe	71.5	6.69	1	0.018362	-0.020997	0.007291	0.109368	16186	1.24	17	20	39	7	7	10	113	74	1570	208	17	11	322	12796	0	146	112	15	30	66	150	142	1859	0	653	0	0	0	7	166	251	83	57	0	0	0	0	0	87	138	0	0	25455	4954
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000083.spe	72	6.69	1	0.018361	-0.020997	0.007318	0.109368	15917	1.26	40	27	62	13	25	5	135	104	1475	184	0	7	346	11236	71	86	79	80	0	29	180	65	1856	0	644	0	6	0	16	155	245	10	66	0	0	99	96	38	0	81	0	0	25259	4949
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000084.spe	72.5	6.68	1	0.018361	-0.020997	0.007289	0.109368	15263	1.27	10	37	76	0	25	0	129	156	1307	144	0	28	402	10014	13	133	112	21	0	60	101	115	1702	0	748	0	0	0	23	106	221	50	78	0	0	40	118	0	0	89	0	5.33069E+14	24681	4655
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000085.spe	73	6.68	1	0.018361	-0.020997	0.007208	0.109368	14437	1.26	0	31	66	7	27	0	112	152	1411	132	13	7	324	8500	0	119	102	0	0	27	202	91	1741	0	634	7	7	0	24	141	177	14	89	11	0	101	0	0	62	46	25	0	23306	4540
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000086.spe	73.5	6.67	1	0.018359	-0.020997	0.007142	0.109368	14231	1.22	6	28	63	7	25	10	143	190	1505	282	6	33	365	10002	6	107	0	0	0	0	181	47	1736	12	770	0	6	0	15	142	182	0	0	26	0	76	62	89	0	145	15	4.03485E+14	22143	4378
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000087.spe	74	6.67	1	0.018361	-0.020997	0.007152	0.109368	13935	1.3	12	33	80	6	21	0	117	228	1552	275	0	7	441	10283	70	94	57	46	0	96	113	16	1514	0	539	0	0	0	0	120	227	44	48	30	55	44	115	78	0	79	0	0	21368	4158
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000088.spe	74.5	6.66	1	0.018362	-0.020997	0.007121	0.109368	14622	1.27	0	23	86	11	15	0	128	218	1687	224	0	11	413	10859	0	121	76	0	21	11	0	113	1586	0	631	0	0	0	11	137	290	0	5	0	40	0	52	0	47	138	11	1.39834E+15	22378	4364
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000089.spe	75	6.66	1	0.018362	-0.020997	0.007102	0.109368	15165	1.28	23	4	104	6	37	23	111	260	1742	277	6	9	465	11720	80	173	82	38	0	46	224	75	1913	0	655	0	0	0	15	155	300	0	76	0	0	110	0	0	0	68	0	0	22927	4337
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000090.spe	75.5	6.66	1	0.018364	-0.020997	0.007133	0.109368	15417	1.23	13	0	64	0	27	6	135	206	1703	262	28	18	467	12137	42	127	72	23	0	0	165	0	1918	0	662	0	0	0	10	130	226	49	58	32	0	58	0	127	69	89	5	4.72027E+14	23163	4336
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000091.spe	76	6.67	1	0.018365	-0.020997	0.007111	0.109368	15550	1.31	0	24	109	29	22	0	137	193	1793	200	9	18	521	12310	83	118	52	20	0	73	128	41	1632	0	630	0	0	0	47	183	264	0	0	0	0	0	39	0	0	39	0	0	23762	4656
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000092.spe	76.5	6.67	1	0.018364	-0.020997	0.007065	0.109368	15141	1.42	44	32	77	6	50	14	151	179	1888	222	22	27	509	12349	84	108	32	0	0	0	177	69	1731	0	704	0	0	0	25	109	222	0	59	66	34	112	39	0	107	63	20	7.56373E+14	22519	4505
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000093.spe	77	6.68	1	0.01836	-0.020997	0.007029	0.109368	14770	1.29	25	6	62	17	27	0	116	106	1381	146	0	18	345	13193	59	160	121	32	0	75	78	73	1694	0	730	0	0	0	8	127	218	68	35	0	14	42	52	0	60	93	0	1.00327E+14	21636	4222
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000094.spe	77.5	6.68	1	0.018361	-0.020997	0.007059	0.109368	15172	1.35	0	4	49	5	29	6	156	158	1712	215	0	23	391	12946	154	82	42	0	0	20	297	111	1942	0	673	0	8	0	29	164	267	0	65	43	0	134	47	37	31	13	0	0	22356	4513
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000095.spe	78	6.69	1	0.01836	-0.020997	0.007059	0.109368	14992	1.41	9	11	69	0	24	0	121	155	1820	248	17	13	511	13918	150	109	97	0	0	0	139	110	1879	0	681	0	0	0	0	152	262	0	103	0	0	90	48	53	39	29	0	0	21630	4189
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000096.spe	78.5	6.69	1	0.018358	-0.020997	0.007096	0.109368	14883	1.34	0	0	57	8	25	4	121	154	1799	230	0	18	486	14494	112	89	118	23	0	0	208	67	1889	0	593	0	0	6	18	89	269	41	86	44	0	0	25	39	102	72	12	1.16087E+15	21675	4350
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000097.spe	79	6.69	1	0.018359	-0.020997	0.007084	0.109368	14797	1.4	0	32	66	0	14	0	138	163	1746	188	0	18	398	15333	136	61	73	0	0	35	59	53	2043	0	832	0	0	0	28	173	232	0	0	0	13	39	0	85	53	72	0	5.16348E+14	21128	4385
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000098.spe	79.5	6.69	1	0.018362	-0.020997	0.007068	0.109368	14726	1.17	17	36	55	0	27	0	146	190	1877	231	0	22	428	13947	45	71	71	0	0	18	132	58	2324	0	819	0	0	0	13	118	184	0	0	12	14	7	83	0	0	91	27	1.49779E+15	20730	4260
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000099.spe	80	6.69	1	0.018364	-0.020997	0.007079	0.109368	14596	1.31	4	5	75	0	30	0	119	240	1911	293	7	22	534	12279	39	88	126	0	0	109	31	126	2482	0	768	0	0	0	28	132	259	0	87	0	43	49	0	128	103	94	0	0	20464	4582
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000100.spe	80.5	6.69	1	0.018365	-0.020997	0.007066	0.109368	14189	1.37	0	10	92	16	37	8	146	244	1873	177	7	24	488	10827	83	120	66	9	0	49	165	12	2622	0	751	0	11	0	48	107	217	12	58	91	0	30	0	0	138	89	0	1.12099E+15	20173	4518
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000101.spe	81	6.69	1	0.018366	-0.020997	0.007039	0.109368	14096	1.36	0	32	83	13	18	5	128	293	2075	316	0	32	387	11317	105	75	62	13	0	0	78	103	2521	0	613	0	0	0	15	125	264	40	65	36	0	107	25	0	0	53	0	0	19420	4315
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000102.spe	81.5	6.68	1	0.018363	-0.020997	0.007207	0.109368	13883	1.28	0	10	70	0	6	0	159	212	1704	347	0	40	373	11373	0	79	17	0	0	44	119	172	2642	53	638	0	0	0	33	89	283	17	61	33	0	121	112	94	62	106	0	5.05741E+14	19650	4231
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000103.spe	82	6.67	1	0.018363	-0.020997	0.007312	0.109368	13743	1.27	0	14	103	0	0	6	115	327	1942	380	0	19	305	12135	73	93	64	0	0	70	54	181	2584	0	726	0	0	0	45	142	280	22	46	12	0	98	41	91	106	40	0	6.07546E+14	18731	4349
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000104.spe	82.5	6.66	1	0.018363	-0.020997	0.007297	0.109368	13257	1.3	46	56	147	7	16	7	134	398	2019	301	14	19	271	10192	0	126	38	29	0	0	90	213	2877	0	693	0	0	0	56	126	248	0	81	0	0	108	67	0	0	87	19	1.32694E+15	18477	4251
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000105.spe	83	6.65	1	0.018362	-0.020997	0.007263	0.109368	13393	1.42	0	18	127	0	9	9	130	422	2001	326	0	20	298	11249	0	88	27	43	80	55	40	269	2891	0	605	0	0	0	44	104	252	17	44	7	0	0	33	0	0	137	0	1.86114E+15	18184	4625
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000106.spe	83.5	6.63	1	0.018359	-0.020997	0.007395	0.109368	13803	1.26	0	0	142	0	9	0	111	473	2274	337	0	18	354	12931	8	87	0	46	0	14	165	230	3168	0	684	0	0	0	66	101	276	0	51	6	42	183	107	9	0	159	0	2.22093E+15	18214	4487
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000107.spe	84	6.62	1	0.01836	-0.020997	0.007387	0.109368	13738	1.32	0	32	174	0	34	0	118	497	2336	385	32	12	307	12556	32	90	20	61	5	115	53	253	3331	0	669	0	0	0	30	132	315	12	50	13	15	16	61	0	73	130	0	1.14455E+15	18013	4636
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000108.spe	84.5	6.61	1	0.018359	-0.020997	0.007351	0.109368	13690	1.35	18	15	174	0	19	5	125	593	2439	397	13	10	385	13874	35	114	54	0	0	47	85	247	3270	0	720	0	10	0	57	83	239	35	44	89	29	81	117	105	19	106	6	0	17592	4339
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000109.spe	85	6.6	1	0.01836	-0.020997	0.007361	0.109368	13123	1.38	15	34	201	20	17	0	114	506	2356	389	32	48	320	11944	77	75	31	33	0	24	95	188	3228	0	673	0	0	0	49	113	244	0	5	45	29	104	69	0	64	70	0	0	17175	4693
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000110.spe	85.5	6.59	1	0.018363	-0.020997	0.007419	0.109368	13440	1.22	0	25	149	7	23	4	102	420	2191	683	19	18	277	11915	64	110	30	38	0	15	18	216	3181	0	776	0	0	0	46	119	408	57	93	0	42	0	60	0	145	73	4	1.07687E+15	17008	4465
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000111.spe	86	6.59	1	0.018364	-0.020997	0.007433	0.109368	13780	1.43	0	41	190	9	18	0	126	528	2667	394	20	33	303	12086	97	99	27	0	0	73	0	202	3359	0	728	0	0	0	49	158	284	28	31	11	32	77	0	81	66	21	0	0	17836	4619
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000112.spe	86.5	6.58	1	0.018365	-0.020997	0.007411	0.109368	13769	1.48	0	8	201	0	0	0	120	507	2540	333	14	16	298	11802	0	133	48	7	0	40	42	108	3569	0	876	0	0	0	54	91	252	22	55	0	38	142	113	113	26	115	12	8.66999E+12	18039	4593
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000113.spe	87	6.57	1	0.018366	-0.020997	0.00735	0.109368	14151	1.44	32	34	180	0	13	0	93	510	2663	605	18	46	404	14336	0	93	0	0	0	0	21	267	3415	0	775	0	0	0	44	129	267	0	0	0	0	70	95	0	24	149	0	0	18104	4662
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000114.spe	87.5	6.56	1	0.018361	-0.020997	0.00728	0.109368	14532	1.25	7	30	197	7	24	0	107	465	2662	419	6	17	485	13762	0	111	38	0	0	106	126	141	3511	0	710	0	0	0	44	146	266	20	9	87	69	50	101	26	114	111	0	1.93377E+15	18901	4806
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000115.spe	88	6.56	1	0.018362	-0.020997	0.007266	0.109368	14974	1.34	17	11	158	0	7	0	100	432	2720	393	23	21	465	15907	68	139	72	24	0	0	115	162	3579	0	825	0	0	0	31	128	302	43	83	0	0	81	0	24	86	92	0	0	19571	4934
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000116.spe	88.5	6.55	1	0.01836	-0.020997	0.007225	0.109368	15489	1.32	52	47	173	12	40	5	82	391	2547	397	26	11	568	17734	92	97	16	48	0	47	152	201	3338	0	634	0	0	0	18	194	271	42	85	102	0	126	167	0	0	164	4	0	19530	4659
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000117.spe	89	6.55	1	0.018362	-0.020997	0.007207	0.109368	14997	1.48	0	0	112	0	8	0	132	354	2178	339	14	13	457	13782	189	68	0	16	0	14	105	96	3234	0	814	0	0	0	28	175	288	31	45	0	0	57	10	24	31	10	0	0	20544	4788
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000118.spe	89.5	6.55	1	0.018364	-0.020997	0.007238	0.109368	16409	1.4	0	0	122	0	45	0	112	275	2494	349	0	41	835	14924	0	134	7	0	0	0	13	95	3320	0	631	0	7	0	17	206	245	0	62	79	96	99	85	39	47	126	14	0	21618	4871
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000119.spe	90	6.55	1	0.018364	-0.020997	0.007384	0.109368	16795	1.38	8	45	184	31	33	6	127	491	3176	555	27	41	974	17458	0	121	64	14	0	53	181	270	3321	0	750	0	0	0	32	144	316	6	73	0	11	63	93	0	87	149	0	0	21903	4986
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000120.spe	90.5	6.54	1	0.018365	-0.020997	0.007368	0.109368	16066	1.41	0	12	155	16	43	0	85	435	2582	361	13	32	531	14230	46	138	55	4	0	115	155	105	3209	0	853	0	0	0	22	176	366	0	133	0	48	108	101	17	0	100	0	0	22387	4874
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000121.spe	91	6.54	1	0.018366	-0.020997	0.007331	0.109368	15893	1.35	0	29	127	13	26	0	128	332	2351	307	0	50	477	12345	61	132	48	0	0	88	121	106	2929	0	662	0	0	0	17	137	237	0	44	6	0	66	62	117	137	85	0	0	22890	5062
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000122.spe	91.5	6.54	1	0.018367	-0.020997	0.007355	0.109368	16566	1.41	14	28	108	0	24	0	94	315	2130	316	20	22	646	12872	0	134	0	19	0	72	195	234	2982	0	761	0	0	0	12	203	284	60	78	50	0	202	147	45	5	135	20	1.62073E+15	24409	5054
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000123.spe	92	6.54	1	0.018368	-0.020997	0.007388	0.109368	16954	1.38	30	35	122	22	24	22	135	253	2134	317	11	32	674	13769	22	137	47	0	58	87	171	142	2509	0	686	0	5	0	0	177	204	22	34	0	0	28	125	30	129	138	0	7.64217E+14	25047	4979
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000124.spe	92.5	6.53	1	0.018365	-0.020997	0.007483	0.109368	16334	1.28	0	15	45	0	20	0	144	160	1704	218	0	32	478	11796	165	136	102	0	0	82	167	168	2108	0	666	0	6	0	15	183	265	43	20	0	0	96	86	41	0	0	10	1.43228E+14	24748	4960
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000125.spe	93	6.53	1	0.018366	-0.020997	0.007469	0.109368	15295	1.3	16	32	60	15	30	12	134	110	1339	189	0	0	312	8874	0	123	75	17	104	30	101	43	1823	0	659	0	8	0	0	122	215	0	64	0	0	0	9	0	61	98	28	8.87001E+13	23932	4697
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000126.spe	93.5	6.52	1	0.018367	-0.020997	0.007505	0.109368	15074	1.29	0	14	53	8	44	13	121	123	1640	271	0	44	369	10790	34	146	80	0	0	0	193	63	1853	0	464	6	0	0	14	114	270	6	97	0	0	77	168	39	100	87	0	1.20089E+15	23204	4415
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000127.spe	94	6.52	1	0.018366	-0.020997	0.007441	0.109368	15008	1.33	5	15	91	0	0	10	106	209	1801	297	28	16	426	12883	77	85	49	0	0	75	188	78	1854	0	539	0	0	0	0	180	204	0	21	34	0	43	0	0	10	63	0	2.34013E+15	21808	4426
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000128.spe	94.5	6.52	1	0.018363	-0.020997	0.007369	0.109368	15476	1.26	0	0	119	0	46	18	121	274	2523	274	18	41	596	16296	0	75	47	0	8	163	83	144	2117	0	637	0	0	0	40	162	225	0	29	32	0	0	0	0	95	135	5	1.91311E+15	21360	4196
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000129.spe	95	6.52	1	0.01836	-0.020997	0.007279	0.109368	14103	1.17	51	22	129	27	39	6	90	244	1907	215	11	25	474	13293	78	132	55	24	0	24	172	19	2115	0	529	0	10	0	38	144	221	12	31	5	0	67	64	103	0	76	17	5.16704E+14	20100	4287
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000130.spe	95.5	6.51	1	0.01836	-0.020997	0.007304	0.109368	14619	1.17	0	4	89	0	0	0	78	267	1970	267	0	7	419	12481	53	102	32	0	149	58	108	89	2519	0	478	0	0	0	0	96	255	62	0	36	0	0	25	0	72	65	0	2.11552E+15	21293	4296
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000131.spe	96	6.51	1	0.018362	-0.020997	0.007285	0.109368	14750	1.34	0	16	94	5	25	0	106	224	1903	268	0	27	466	12833	48	125	18	0	0	0	185	69	2366	0	616	0	0	0	16	153	259	0	28	0	0	133	88	47	0	76	0	2.06268E+15	21896	4370
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000132.spe	96.5	6.51	1	0.018362	-0.020997	0.007263	0.109368	14317	1.35	0	28	118	0	12	11	102	244	1705	228	14	13	565	9977	0	89	76	29	0	42	113	112	2455	0	569	0	0	0	0	142	232	37	77	42	20	0	73	31	41	85	0	5.59898E+14	21773	4320
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000133.spe	97	6.51	1	0.01836	-0.020997	0.007263	0.109368	15288	1.33	14	25	105	9	6	0	90	267	2199	634	28	32	537	14542	80	140	41	0	0	0	86	95	2134	0	629	0	0	0	0	134	274	30	98	16	74	120	0	0	29	44	6	6.84276E+14	21800	4549
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000134.spe	97.5	6.52	1	0.018361	-0.020997	0.007276	0.109368	15223	1.35	0	21	86	15	29	0	85	252	1966	298	24	48	625	12490	57	90	72	0	0	0	106	135	2222	0	624	0	0	0	12	179	258	0	12	0	0	16	55	80	60	103	0	1.5291E+15	22532	4410
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000135.spe	98	6.53	1	0.018364	-0.020997	0.007309	0.109368	14589	1.2	17	40	83	0	31	11	102	181	1714	265	0	0	390	10424	16	59	22	0	0	0	0	56	1889	0	685	0	0	0	15	151	236	7	44	0	64	70	14	0	0	94	22	0	22435	4250
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000136.spe	98.5	6.55	1	0.018363	-0.020997	0.007437	0.109368	14680	1.17	17	22	60	0	15	7	121	116	1513	195	0	25	276	10218	9	124	25	33	59	103	103	48	2069	0	627	0	0	0	0	237	277	9	0	0	0	0	0	0	62	102	0	0	23505	4302
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000137.spe	99	6.57	1	0.018364	-0.020997	0.007418	0.109368	15695	1.25	14	27	72	9	39	11	90	152	1778	254	14	24	366	11690	45	117	68	24	0	0	133	35	1913	113	684	0	8	0	15	183	254	21	53	0	0	93	69	40	56	85	0	3.84015E+14	24994	4801
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000138.spe	99.5	6.58	1	0.018364	-0.020997	0.007455	0.109368	16584	1.26	5	19	68	5	33	0	98	124	1858	226	8	20	500	16027	85	89	12	0	0	64	131	78	2020	0	604	0	0	0	5	214	220	0	0	28	0	0	0	58	180	81	8	0	25464	4804
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000139.spe	100	6.6	1	0.018363	-0.020997	0.007488	0.109368	17328	1.31	4	36	39	11	18	5	80	120	2004	249	31	19	560	17930	151	127	100	0	18	39	240	0	1960	0	692	0	0	0	0	166	238	0	136	34	51	13	56	0	0	69	22	0	26041	4672
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000140.spe	100.5	6.61	1	0.018361	-0.020997	0.007507	0.109368	18028	1.24	12	38	56	0	38	5	107	118	2040	240	20	38	502	18082	86	150	40	0	0	0	219	55	1836	15	891	0	0	0	16	199	287	16	39	5	18	119	33	43	53	116	29	2.15622E+15	27303	5013
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000141.spe	101	6.63	1	0.018362	-0.020997	0.007484	0.109368	17898	1.35	0	7	56	0	17	0	101	132	2260	292	10	17	530	17923	69	143	161	0	40	42	177	117	2065	0	515	0	0	0	23	124	290	0	0	0	0	0	0	0	53	137	9	0	27131	4985
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000142.spe	101.5	6.65	1	0.018362	-0.020997	0.007414	0.109368	17800	1.34	0	14	27	8	16	0	95	112	1978	311	0	23	473	18111	0	143	101	0	0	38	273	0	1770	0	634	0	4	0	0	134	261	47	68	0	0	0	75	50	54	133	0	9.65951E+14	26859	5202
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000143.spe	102	6.66	1	0.018362	-0.020997	0.007443	0.109368	17753	1.35	47	27	66	21	32	7	109	102	1954	290	0	42	454	18602	105	121	86	12	44	4	123	115	1811	0	572	0	0	0	0	117	279	5	117	31	29	0	108	0	28	125	0	0	26464	5010
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000144.spe	102.5	6.67	1	0.018365	-0.020997	0.007378	0.109368	17141	1.17	14	56	68	0	41	5	121	112	1942	371	0	31	311	16274	73	164	25	0	0	16	282	116	1908	0	622	0	0	0	0	167	239	0	52	7	0	67	0	0	84	99	5	0	25917	4788
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000145.spe	103	6.67	1	0.018367	-0.020997	0.007398	0.109368	17098	1.33	28	34	65	0	24	18	121	127	1929	264	38	32	333	15977	29	112	26	0	0	0	90	104	1910	0	591	0	0	0	0	198	201	0	0	51	0	54	23	25	0	119	0	0	26124	4731
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000146.spe	103.5	6.67	1	0.018366	-0.020997	0.007362	0.109368	16877	1.35	0	22	46	0	27	0	118	134	1931	277	23	0	331	15047	0	164	144	0	0	75	143	41	1943	137	590	0	0	0	8	179	245	70	59	31	23	5	0	45	51	121	0	9.20126E+14	25790	4622
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000147.spe	104	6.67	1	0.018362	-0.020997	0.007297	0.109368	15987	1.22	0	41	75	21	56	6	119	119	1678	243	18	36	360	12339	0	124	45	0	0	0	104	0	1845	0	738	20	0	0	28	164	244	0	73	63	0	51	70	37	0	142	0	0	25441	4880
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000148.spe	104.5	6.67	1	0.01836	-0.020997	0.007144	0.109368	16390	1.17	0	4	83	0	5	0	95	93	1742	370	31	13	275	15171	189	75	52	0	0	0	180	16	1931	0	779	6	0	0	4	144	275	0	97	0	0	75	24	0	25	34	7	0	24613	4818
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000149.spe	105	6.66	1	0.018362	-0.020997	0.007164	0.109368	15877	1.28	0	0	51	0	12	0	108	91	1432	256	29	27	278	12479	0	155	83	0	0	117	196	87	1870	0	675	0	0	0	0	149	240	0	21	0	0	44	33	0	53	125	0	0	24647	4830
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000150.spe	105.5	6.66	1	0.018361	-0.020997	0.007223	0.109368	16693	1.33	0	23	57	8	38	0	117	70	1719	295	8	0	326	15154	45	60	122	0	4	56	223	170	1816	0	603	0	10	0	7	144	292	11	110	0	26	16	106	45	54	113	17	0	25306	4927
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000151.spe	106	6.66	1	0.018361	-0.020997	0.007284	0.109368	16502	1.32	0	10	52	8	29	14	88	57	1679	274	16	15	413	14978	9	182	83	25	0	100	138	72	1822	0	559	0	0	0	0	182	281	0	6	18	0	169	117	0	0	181	20	1.39899E+15	24918	4553
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000152.spe	106.5	6.67	1	0.018358	-0.020997	0.007316	0.109368	16151	1.25	0	16	46	13	33	0	126	84	1606	234	25	8	412	13557	41	152	42	0	102	61	181	134	1466	0	706	0	0	0	0	206	226	19	0	43	0	0	9	0	19	127	21	1.83853E+15	25061	4782
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000153.spe	107	6.69	1	0.018358	-0.020997	0.007403	0.109368	16261	1.24	35	17	39	0	27	5	112	76	1608	235	10	21	490	12496	119	81	78	0	0	157	228	138	1574	0	567	0	8	0	13	205	285	0	0	6	0	25	59	0	0	50	21	0	25267	4573
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000154.spe	107.5	6.7	1	0.018356	-0.020997	0.007359	0.109368	16083	1.2	0	18	20	13	40	7	100	89	1562	281	16	6	389	12591	131	111	68	0	0	51	219	52	1671	0	803	0	0	0	0	195	238	0	0	0	0	38	29	0	0	48	7	0	24932	4857
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000155.spe	108	6.71	1	0.018358	-0.020997	0.007333	0.109368	16189	1.39	18	32	65	12	29	6	108	68	1697	318	9	32	330	15029	137	128	74	0	17	100	189	0	1688	0	566	0	0	0	0	208	223	26	65	38	0	0	102	93	111	92	4	7.64191E+14	24397	4570
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000156.spe	108.5	6.72	1	0.018361	-0.020997	0.007308	0.109368	16265	1.27	0	31	37	9	14	0	119	63	1759	281	0	0	336	16047	0	122	70	0	83	103	106	0	1765	0	650	0	0	0	0	122	193	0	58	25	0	0	0	29	59	153	8	3.04746E+14	23996	4819
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000157.spe	109	6.73	1	0.018362	-0.020997	0.007319	0.109368	16253	1.38	0	12	47	30	33	8	131	76	1662	300	0	52	381	16478	53	175	96	0	0	108	118	9	1773	0	712	0	0	0	21	163	245	0	22	52	0	116	64	66	43	130	14	7.85032E+14	24572	4896
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000158.spe	109.5	6.74	1	0.018364	-0.020997	0.00735	0.109368	16139	1.31	31	44	75	4	22	0	121	80	1978	341	34	18	227	15783	0	173	49	0	0	152	131	59	1741	0	714	0	0	0	0	163	200	0	0	57	0	44	57	0	0	179	23	2.4839E+15	24175	4826
